	feature_id_timar	feature_mz_timar	feature_rt_timar	candidate_structure_molecular_formula_timar	candidate_library_timar	candidate_count_similarity_peaks_matched_timar	candidate_score_similarity_timar	candidate_structure_exact_mass_timar	candidate_structure_xlogp_timar	candidate_structure_inchikey_no_stereo_timar	candidate_structure_smiles_no_stereo_timar	candidate_structure_tax_cla_chemontid_timar	candidate_structure_tax_cla_03cla_timar	candidate_structure_tax_cla_04dirpar_timar	candidate_structure_tax_npc_01pat_timar	candidate_structure_tax_npc_02sup_timar	candidate_structure_tax_npc_03cla_timar	candidate_structure_organism_occurrence_closest_timar	candidate_structure_organism_occurrence_reference_timar	candidate_structure_error_mz_timar	candidate_structure_error_rt_timar	rank_initial_timar	rank_final_timar	score_initial_timar	score_biological_timar	score_chemical_timar	score_final_timar	first_score_final_timar
324	325	445.11367792327826	3.3049831	C22H20O10|C22H20O10|C22H20O10	ISDB|ISDB|ISDB	164|270|363	0.218695640563965|0.190626308321953|0.0406808778643608	444.10565|444.10565|444.10565	1.3361|1.0151|0.3674	ZXKDFTZACWMRCV|BKTIRNZJQRNCKX|GWACEFYEIOPAJV	COc1cc(-c2cc(=O)c3c(O)c(C4OC(C)C(=O)C(O)C4O)c(O)cc3o2)ccc1O|COc1c2c(cc3occ(-c4ccccc4OC4OCC(O)C(O)C4O)c(=O)c13)OCO2|O=c1c(-c2ccc3c(c2)OCO3)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12	0001737|0000494|0000507	Flavonoids|Isoflavonoids|Isoflavonoids	Flavonoid C-glycosides|Isoflavones|Isoflavonoid O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Isoflavonoids|Isoflavonoids	Flavones|Isoflavones|Isoflavones	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(00)81977-9|10.1016/S0031-9422(00)90340-6|10.1021/JF991002+ $ 10.1007/BF00597707 $ 10.1007/S12272-010-0805-1	-0.000777160000097865|-0.000777160000154709|-0.000777160000097865	||	1|5|18	1|2|3	0.218695640563965|0.190626308321953|0.0406808778643608	0.4|0.4|0.4	1|0.25|0.25	0.439264913221021|0.305283844515726|0.255302034363195	0.439264913221021
325	326	463.1266788885186	3.2998915	C22H22O11|C22H22O11|C22H22O11	ISDB|ISDB|ISDB	817|6200|7878	0.254197508096695|0.168620139360428|0.146823972463608	462.11621|462.11621|462.11621	0.1003|0.0585|0.0585	BRYZTZMVXZZLPD|RMBWMWQXPGWZJZ|ULVBHEFDGPIWAT	COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1C1OC(CO)C(O)C(O)C1O|COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4O)c(O)cc3o2)cc1|COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc2c1	0003535|0001583|0003531	Flavonoids|Flavonoids|Flavonoids	Flavonoid 8-C-glycosides|Flavonoid O-glycosides|Flavonoid-3-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavones|Flavones|Flavonols	Ranunculaceae|Ranunculaceae|Ranunculaceae	10.1080/1028602031000147393 $ 10.1248/CPB.59.1393|10.1248/CPB.56.1625 $ 10.1248/CPB.56.1009|10.1016/0031-9422(90)85291-M	-0.00321247600010111|-0.00321247600010111|-0.00321247600010111	||	3|56|89	1|2|3	0.254197508096695|0.168620139360428|0.146823972463608	0.6|0.6|0.6	1|1|1	0.551198969165365|0.522673179586609|0.515407790621002	0.551198969165365
326	327	466.13171414001914	3.3017166	C21H23NO11|C33H22O4|C21H23NO11	ISDB|[1M+(H)1]1+ - H3N (ammonia)|ISDB	209||262	0.0490767471492291||0.0300575904548168	465.12711|482.15181|465.12711	-0.6846|6.3672|	BIQSZYHQDBWCMC|FUAPXKIORDIAAB|MZFUPECSVKGJNN	COC(=O)c1cc(O)ccc1NC(=O)c1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O|O=C1C=CC(=C(c2ccc(O)cc2)c2c(C#Cc3ccc(O)cc3)cccc2-c2ccc(O)cc2)C=C1|COC(=O)c1ccc(O)cc1NC(=O)c1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O	0004165|0002651|	Organooxygen compounds|Diarylheptanoids|	Phenolic glycosides|Linear diarylheptanoids|	Alkaloids|Shikimates and Phenylpropanoids|	Anthranilic acid alkaloids|Fluorenes|	Anthranillic acid derivatives|Selaginellins|	Ranunculaceae|Streptophyta|	10.1016/J.PHYTOCHEM.2004.10.021|10.1248/CPB.56.982|	0.00268655599990097|0.000825859980864152|0.00268655599990097	||	1|4|2	1|2|3	0.0490767471492291|0|0.0300575904548168	0.6|0.3|0	0.333|0.75|0	0.371992549350043|0.274774774774775|0.0100191968182723	0.371992549350043
327	328	488.08268480023	3.3066565999999997	C22H22ClNO6|C16H15F6N5O4S	[1M+(K)1]1+ + (H2O)1|MassBank - 2023.11	|9	|0.0108459079638124	431.11357|487.0749	3.0512|	BPZZWRPHVVDAPT|AOWQKFDVSZMKPA	CCOC(=O)C(Cc1ccccc1)NC(=O)c1cc(Cl)c2c(c1O)C(=O)OC(C)C2|C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O	0001787|	Ochratoxins and related substances|	Ochratoxins and related substances|	Shikimates and Phenylpropanoids|	Coumarins|	Isocoumarins|	Eukaryota|	10.1039/JR9650007083|	0.00460519976985552|-0.000499999999988177	|	2|1	1|2	0|0.0108459079638124	0.1|0	0.75|0	0.174674674674675|0.00361530265460413	0.174674674674675
328	329	579.1707334381266	3.3115501000000003	C27H30O14|C27H30O14|C27H30O14	MassBank - 2023.11|ISDB|ISDB	10|70|101	0.698259830474854|0.192668691277504|0.255510658025742	578.16356|578.16356|578.16356	-0.7162|-0.7162|-0.3651	PUPKKEQDLNREIM|UREPCGRALLQPJF|IJXRVZWYGGTCEE	CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(C)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O|CC(O)C1OC(Oc2cc(O)c3c(=O)c(OC4OC(C(C)O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C1O|CC1OC(OC2C(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)OC(C)C(O)C2O)C(O)C(O)C1O	0003533|0003533|0003531	Flavonoids|Flavonoids|Flavonoids	Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides|Flavonoid-3-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Ranunculaceae|Ranunculales	10.1016/S0367-326X(03)00045-5|10.1007/BF00595087|10.1016/J.PHYTOCHEM.2007.05.035	0.000670000000013715|0.000131639999949584|0.000131639999949584	||	1|13|8	1|2|3	0.698259830474854|0.192668691277504|0.255510658025742	0.6|0.6|0.5	0.75|0.75|0.75	0.657678201749876|0.489147822017426|0.460045094216789	0.657678201749876
329	330	449.10774792089205	3.3142543	C21H20O11|C21H20O11|C21H20O11	MassBank - 2023.11|MassBank - 2023.11|MassBank - 2023.11	12|7|5	0.587184607982636|0.657635688781738|0.652362763881683	448.10056|448.10056|448.10056	-0.2445|-0.2445|-0.2445	JPUKWEQWGBDDQB|PEFNSGRTCBGNAN|UHNXUSWGOJMEFO	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12|O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12	0003531|0003533|0001583	Flavonoids|Flavonoids|Flavonoids	Flavonoid-3-O-glycosides|Flavonoid-7-O-glycosides|Flavonoid O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavones|Flavones	Clematis|Ranunculaceae|Ranunculales	10.1007/S10600-007-0061-X|10.1007/BF00579802 $ 10.1055/S-2002-32555|10.1016/J.BMC.2015.04.053	0.000679999999988468|0.000137899999970159|0.000137899999970159	||	6|1|2	1|2|3	0.587184607982636|0.657635688781738|0.652362763881683	0.8|0.6|0.5	1|1|1	0.762294769227445|0.685678362727046|0.633870671043644	0.762294769227445
330	331	175.1482902932334	3.3258623999999997	C13H18|C13H18|C13H18	ISDB|ISDB|ISDB	29|32|29	0.347554892301559|0.32181453704834|0.284635245800018	174.14085|174.14085|174.14085	3.74324|3.74324|3.52724	OIIJXQMSEYQDDI|PGZQTASRDRGQAJ|SOVJMXNIZUPIFE	Cc1ccc(C)c2c1CCCC2C|Cc1cc(C)c2c(c1)CCCC2C|Cc1cc2c(cc1C)C(C)(C)CC2	0000048|0000048|0000027	Tetralins|Tetralins|Indanes	Tetralins|Tetralins|Indanes	Terpenoids|Terpenoids|Terpenoids	Sesquiterpenoids|Sesquiterpenoids|Sesquiterpenoids	Cadinane sesquiterpenoids|Cadinane sesquiterpenoids|Himachalane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057	-0.000173424000024625|-0.000173424000024625|-0.000173424000024625	||	1|2|3	1|2|3	0.347554892301559|0.32181453704834|0.284635245800018	0.4|0.4|0.4	1|1|1	0.482217997133553|0.473637878715813|0.461244781633039	0.482217997133553
331	332	479.08264851062836	3.3316371	C21H18O13|C21H18O13|C21H18O13	MassBank - 2023.11|ISDB|ISDB	16|590|599	0.682628810405731|0.309335678815842|0.391041994094849	478.07474|478.07474|478.07474	-0.4466|-1.0123|-0.4466	DUBCCGAQYVUYEU|LOJXBHNAFUDMIQ|RWFFSMNHMCPJTQ	O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O|O=C(Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O)C1OC(O)C(O)C(O)C1O|O=C(O)C1OC(Oc2cc(O)c(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2O)C(O)C(O)C1O	0003532|0001615|0002934	Flavonoids|Flavonoids|Flavonoids	Flavonoid-3-O-glucuronides|Flavones|Flavonoid O-glucuronides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavones	Clematis|Anemoneae|Ranunculaceae	10.1248/CPB.43.2187 $ 10.3390/MOLECULES15020672|10.1016/0031-6865(95)00008-W|10.1016/0031-9422(94)00635-7	-4.00000000126965e-05|-0.000583364000192432|-0.000583364000192432	||	1|18|7	1|2|3	0.682628810405731|0.309335678815842|0.391041994094849	0.8|0.7|0.6	1|1|1	0.794109503368477|0.61962840945513|0.596813797831416	0.794109503368477
332	333	273.0399109253824	3.3345501000000004	C14H8O6|C14H8O6|C14H8O6	ISDB|ISDB|ISDB	11|17|17	0.260118693113327|0.165792137384415|0.211590766906738	272.03209|272.03209|272.03209	2.0861|2.0556|1.47132	BMRWSZGEVSNEOM|USCSVMOJRMFVQL|NPUXQAACUNUHIX	O=c1c2cc(O)ccc2oc2cc3c(c(O)c12)OCO3|O=C(O)c1cc(O)c2c(=O)c3cc(O)ccc3oc2c1|Cc1cc(=O)c2c(O)c3c(cc2o1)C(=O)C(=O)C=C3O	0000204|0000204|0001641	Benzopyrans|Benzopyrans|Naphthopyrans	Xanthones|Xanthones|Naphthopyranones	Shikimates and Phenylpropanoids|Polyketides|Polyketides	Xanthones|Xanthones|Naphthalenes	Plant xanthones|Methyl xanthones|Naphthoquinones	Magnoliopsida|Eukaryota|Eukaryota	10.1021/NP020467I $ 10.1016/S0031-9422(98)00051-X $ 10.1016/J.BMCL.2013.08.085|10.1007/S10600-018-2320-4|10.1007/S11418-009-0364-2 $ 10.1016/0031-9422(77)83027-6	-0.000536023999984536|-0.000536023999984536|-0.000536023999984536	||	2|11|5	1|2|3	0.260118693113327|0.165792137384415|0.211590766906738	0.4|0.1|0.1	1|1|0.75	0.453072597404142|0.271480262011021|0.245204930310254	0.453072597404142
333	334	301.0351919003122	3.3324795	C15H8O7|C15H8O7|C16H8O8|C16H8O8	ISDB|ISDB|[1M+(H)1]1+ - CO|[1M+(H)1]1+ - CO	18|27||	0.161279037594795|0.25936633348465||	300.027|300.027|328.02192|328.02192	1.9102|2.5148|1.9333|1.9333	CVZBFNKPIAWNLX|LUTYTNLPIUCKBJ|MKSFEZKHACTMCV|ZMINAQUBPFRZGJ	COc1c(O)cc2oc(=O)c3cc(O)cc4oc(=O)c1c2c43|O=c1oc2cc(O)cc(O)c2c2oc3cc(O)c(O)cc3c12|COc1c(O)cc2c(=O)oc3c4c(cc5c(=O)oc1c2c35)OCO4|COc1c(O)cc2c(=O)oc3cc4c(c5c(=O)oc1c2c35)OCO4	0000145|0000354|0001710|0000145	Coumarins and derivatives|Isoflavonoids|Tannins|Coumarins and derivatives	Coumarins and derivatives|Coumestans|Hydrolyzable tannins|Coumarins and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Coumarins|Isoflavonoids|Coumarins|Coumarins	notClassified|Coumestan|notClassified|notClassified	Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(00)97983-4|10.1002/JPS.2600640504 $ 10.26459/JNS.V116I2.3763 $ 10.1055/S-2007-969188 $ 10.1016/S0367-326X(99)00047-7 $ 10.1248/CPB.33.202 $ 10.1016/S0031-9422(00)80641-X $ 10.1016/J.JEP.2003.10.014 $ 10.1016/0031-9422(85)80063-7|10.3797/SCIPHARM.1410-10 $ 10.1016/S0031-9422(00)82574-1|10.1021/NP0496688	-0.000921403999996073|-0.000921403999996073|-0.000901900312157977|-0.000901900312157977	|||	3|1|12|12	1|2|3|3	0.161279037594795|0.25936633348465|0|0	0.4|0.4|0.4|0.4	0.666|0.25|0.666|0.666	0.364626546065132|0.328197186236625|0.310866866866867|0.310866866866867	0.364626546065132
334	335	463.08711356579016	3.3391778	C21H18O12|C21H18O12|C21H18O12	MassBank - 2023.11|ISDB|ISDB	14|965|1190	0.56372994184494|0.511775612831116|0.509252309799194	462.07983|462.07983|462.07983	-0.1522|-0.1522|-0.1522	FNTJVYCFNVUBOL|FPKBUYIIWUFWOS|HKMMHEQNCQNUNN	O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O|O=C(O)C1OC(Oc2cc(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c23)C(O)C(O)C1O|O=C(O)C1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O	0003532|0002934|0003534	Flavonoids|Flavonoids|Flavonoids	Flavonoid-3-O-glucuronides|Flavonoid O-glucuronides|Flavonoid-7-O-glucuronides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavones|Flavonols	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(97)00370-1 $ 10.1021/JF00035A025 $ 10.1271/BBB.80832 $ 10.1021/JF2014759 $ 10.1021/JF071475D $ 10.1021/JF030813H $ 10.3987/COM-03-9882 $ 10.1016/J.FITOTE.2016.08.013 $ 10.1016/S0031-9422(00)80549-X $ 10.1007/BF02323304 $ 10.1007/BF00598371 $ 10.1055/S-0029-1240864 $ 10.1248/BPB.30.935 $ 10.1007/BF00598601 $ 10.1007/BF02282376 $ 10.1021/JF980687V $ 10.1016/0305-1978(94)90120-1 $ 10.1016/J.FITOTE.2010.03.018 $ 10.1016/J.PHYTOCHEM.2005.11.018 $ 10.1016/J.JFF.2014.08.013 $ 10.1016/0031-9422(75)85079-5 $ 10.1016/S0031-9422(00)83562-1 $ 10.1016/S0031-9422(00)94055-X $ 10.1021/JF020614I $ 10.1248/CPB.53.591 $ 10.5530/PJ.2011.22.2 $ 10.1016/J.ACA.2012.02.051 $ 10.1016/J.CHROMA.2007.03.038 $ 10.3987/COM-01-9259 $ 10.1111/1750-3841.14288 $ 10.1007/BF01263030 $ 10.1515/ZNB-1969-0323|10.1016/S0031-9422(00)84026-1|10.3987/COM-03-9882 $ 10.1016/J.FOODCHEM.2012.11.060 $ 10.1016/0305-1978(94)90120-1	0.000540000000000873|2.01599988258749e-06|2.01599988258749e-06	||	1|2|3	1|2|3	0.56372994184494|0.511775612831116|0.509252309799194	0.4|0.4|0.4	1|0.75|0.75	0.554276346981346|0.49541669576853|0.494575594757889	0.554276346981346
335	336	307.081072726487	3.3409	C15H14O7|C21H22O11|C15H14O7	ISDB|[1M+(H)1]1+ - C6H8O4 (HRF)|ISDB	8||12	0.048337746411562||0.149675473570824	306.07395|450.11621|306.07395	1.2405|-1.0462|0.7862	ILIBQXWLXBNMBF|ZOZXCTSYNLVRKO|GELJVDAWQMZPLI	CC(C)(O)C(=O)COc1c2c(cc3oc(=O)ccc13)OCO2|O=C1c2c(O)cc(O)cc2OC(c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)C1O|O=C(c1c(O)cc(O)cc1O)C(O)C(O)c1ccc(O)cc1	0000145|0001583|0003473	Coumarins and derivatives|Flavonoids|Linear 1,3-diarylpropanoids	Coumarins and derivatives|Flavonoid O-glycosides|2'-Hydroxy-dihydrochalcones	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Coumarins|Flavonoids|Flavonoids	Furocoumarins $ Simple coumarins|Dihydroflavonols|Chalcones	Magnoliopsida|Ranunculales|Magnoliopsida	10.1016/S0031-9422(97)00174-X $ 10.1016/S0031-9422(98)00020-X|10.1016/J.PHYTOCHEM.2007.05.035|10.1515/ZNB-2007-0118	0.000128787999983615|0.000157273513025302|0.000128787999983615	||	9|34|1	1|2|3	0.048337746411562|0|0.149675473570824	0.4|0.5|0.4	1|0.75|0.75	0.382478948503554|0.374874874874875|0.374716649348433	0.382478948503554
336	337	309.09729993288846	3.3419	C15H16O7|C13H18O7|C13H18O7|C13H18O7|C15H16O7	ISDB|[1M+(Na)1]1+|[1M+(Na)1]1+|[1M+(Na)1]1+|ISDB	57||||34	0.150429651141167||||0.0536976382136345	308.0896|286.10525|286.10525|286.10525|308.0896	0.6336|-1.2913|-1.2913|-1.2913|-0.1068	XRIDGQVLGQMCMX|WGBHVCJJFIVFAL|PNRKIXSZTUCIJN|VBSPBYNZPRRGSB|UEOKCUGZTJHPBW	COc1cc(C=CC(=O)OCC2OC(=O)CC2O)ccc1O|OCC1OC(OCc2ccc(O)cc2)C(O)C(O)C1O|OCC1OC(OCc2cccc(O)c2)C(O)C(O)C1O|OCC1OC(OCc2ccccc2O)C(O)C(O)C1O|CC=C1C(=O)OC23C=CC4C(C(=O)OC)C(O)OC(OC12)C43	0000059|0002207|0002207|0002207|0001283	Cinnamic acids and derivatives|Organooxygen compounds|Organooxygen compounds|Organooxygen compounds|Prenol lipids	Coumaric acids and derivatives|O-glycosyl compounds|O-glycosyl compounds|O-glycosyl compounds|Terpene lactones	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Terpenoids	Phenylpropanoids (C6-C3)|Phenylethanoids (C6-C2)|Phenylethanoids (C6-C2)|notClassified|Monoterpenoids	Cinnamic acids and derivatives|Phenylethanoids|Phenylethanoids|notClassified|Iridoids monoterpenoids	Clematis|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1002/HLCA.200690079|10.1248/CPB.54.506 $ 10.1248/CPB.56.536 $ 10.1248/CPB.55.428 $ 10.1021/ACS.JNATPROD.5B00273|10.1021/JF0734727 $ 10.1016/S0031-9422(01)00401-0 $ 10.1248/CPB.53.48|10.1248/CPB.44.337 $ 10.1016/J.FITOTE.2009.12.004 $ 10.1016/0031-9422(95)00129-U $ 10.1248/CPB.46.1587 $ 10.1016/S0031-9422(00)86961-7|10.1021/NP50056A018 $ 10.1055/S-0029-1240611 $ 10.1248/CPB.32.2947 $ 10.1021/NP50072A008	-0.000421148000043559|-0.00282993288846001|-0.00282993288846001|-0.00282993288846001|-0.000421148000043559	||||	5|54|54|54|18	1|2|2|2|3	0.150429651141167|0|0|0|0.0536976382136345	0.8|0.4|0.4|0.4|0.4	0.25|1|1|1|0.666	0.492085158988998|0.366366366366366|0.366366366366366|0.366366366366366|0.328766079604745	0.492085158988998
337	338	325.0930976799388	3.3483918	C15H18O9|C15H18O9|C15H18O9|C15H16O8	[1M+(H)1]1+ - H2O (water)|[1M+(H)1]1+ - H2O (water)|[1M+(H)1]1+ - H2O (water)|ISDB	|||173	|||0.422066688537598	342.09508|342.09508|342.09508|324.08452	-1.3313|-1.5459|-1.5459|-1.0283	OHEYCHKLBCPRLZ|WQSDYZZEIBAPIN|JVVFTHAOTNXPOZ|VPAOSFFTKWUGAD	O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1|O=C(C=Cc1ccc(O)c(O)c1)OC1OC(CO)C(O)C(O)C1O|O=C(C=Cc1ccc(O)c(O)c1)OCC1OC(O)C(O)C(O)C1O|O=c1ccc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2o1	0004165|0003003|0000059|0001743	Organooxygen compounds|Cinnamic acids and derivatives|Cinnamic acids and derivatives|Coumarins and derivatives	Phenolic glycosides|Hydroxycinnamic acid glycosides|Coumaric acids and derivatives|Coumarin glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Coumarins	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives|Simple coumarins	Clematis|Clematis|Clematis|Magnoliopsida	10.1021/ACS.JNATPROD.5B00154|10.1021/ACS.JNATPROD.5B00154|10.1021/ACS.JNATPROD.5B00154|10.1248/CPB.54.1308 $ 10.1007/BF00564822 $ 10.1002/JCCS.199500128 $ 10.1007/BF00564977 $ 10.1248/CPB.49.584 $ 10.1016/0031-9422(91)85044-Z $ 10.1016/S0031-9422(00)84814-1 $ 10.1080/10286020.2011.621892 $ 10.1248/CPB.50.137 $ 10.1016/J.EJMECH.2008.06.003 $ 10.1016/J.PHYTOCHEM.2005.11.006 $ 10.1248/CPB.49.151 $ 10.1007/S10600-010-9659-5 $ 10.3987/COM-98-S(H)76 $ 10.1007/BF02973988 $ 10.1016/0031-9422(92)80484-V $ 10.1007/S10600-009-9388-9 $ 10.1007/S10600-009-9230-4 $ 10.1007/S11418-009-0385-X $ 10.1201/B10413-17 $ 10.1271/BBB.68.1837	-0.00129767993882979|-0.00129767993882979|-0.00129767993882979|-0.00130652800004327	|||	30|30|30|3	1|2|2|3	0|0|0|0.422066688537598	0.8|0.8|0.8|0.4	1|0.75|0.75|0.75	0.566566566566566|0.525025025025025|0.525025025025025|0.465513721004024	0.566566566566566
338	339	451.12383928431916	3.3473275	C27H30O15|C21H22O11|C21H22O11	[1M+(H)1]1+ - C6H8O4 (HRF)|MassBank - 2023.11|MassBank - 2023.11	|10|10	|0.389773905277252|0.338057905435562	594.15847|450.11621|450.11621	-1.3927|-0.4162|-0.3114	RTATXGUCZHCSNG|XGEYXJDOVMEJNG|DGGOLFCPSUVVHX	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O|O=C(C=Cc1ccc(O)c(O)c1)c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1O|O=C1CC(c2ccc(O)c(O)c2)Oc2c1ccc(OC1OC(CO)C(O)C(O)C1O)c2O	0003531|0001583|0003533	Flavonoids|Flavonoids|Flavonoids	Flavonoid-3-O-glycosides|Flavonoid O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Chalcones|Flavanones	Clematis|Magnoliopsida|Magnoliopsida	10.1007/S10600-007-0061-X|10.1021/JO01081A033 $ 10.1021/JA01558A057 $ 10.1016/0031-9422(89)85049-6 $ 10.1055/S-2006-962335 $ 10.1021/JA01585A032 $ 10.1002/J.1537-2197.1985.TB08344.X|10.1021/JA01558A057	-0.000349284318986065|0.000209999999981392|0.000209999999981392	||	119|5|6	1|2|3	0|0.389773905277252|0.338057905435562	0.8|0.4|0.4	1|1|1	0.566566566566566|0.496291001458784|0.479052334844887	0.566566566566566
339	340	177.16438953696897	3.3597279	C13H20|C13H20|C13H20	ISDB|ISDB|ISDB	22|21|18	0.298675894737244|0.222609177231789|0.268651753664017	176.1565|176.1565|176.1565	4.2552|4.4213|3.6348	BYDQKMZEOZVIJM|SPQQVZADFOATIQ|HZZPLADQPWPNRK	CC=CC=C1C(C)=CCCC1(C)C|CCC=CC=CC=CC=CCCC|C=C1CCC2CC2C2C(C)CCC12	0004622|0002842|0001565	Unsaturated hydrocarbons|Unsaturated hydrocarbons|Prenol lipids	Branched unsaturated hydrocarbons|Alkatetraenes|Iridoids and derivatives	Terpenoids||Terpenoids	Apocarotenoids||Sesquiterpenoids	Apocarotenoids (β-) $ Apocarotenoids(ε-) $ Megastigmanes||Guaiane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Archaeplastida	10.1071/CH9790891|10.1016/S0031-9422(97)00928-X|10.1071/CH9960019	-0.000623360000020057|-0.000623360000020057|-0.000623360000020057	||	3|7|4	1|2|3	0.298675894737244|0.222609177231789|0.268651753664017	0.4|0.4|0.2	1|0.25|0.75	0.465924997945448|0.315944800819005|0.314275309279397	0.465924997945448
