id	molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus
2396	C17H26N2O6	[M + H]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
1760	C49H85N3O5	[M + K]+	Fatty acids	Glycerolipids	Diacylglycerols
1967	C30H49NO22	[M + Na]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
6081	C43H75N3O2	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
6480	C33H49NO10	[M + H]+	Terpenoids	Meroterpenoids	Triketide meroterpenoids
6452	C9H8O3	[M + H]+	Shikimates and Phenylpropanoids	Cyclic polyketides	Cinnamic acids and derivatives
7365	C20H28B2N4	[M + Na]+	Alkaloids	Monoterpenoids	Pinane monoterpenoids
1848	C19H32O4	[M + H]+	Fatty acids	Fatty acyls	Monoacylglycerols
2555	C33H42O18	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
3293	C5H9FO2	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
7064	C20H35NO4	[M + H]+	Amino acids and Peptides	Linear polyketides	Open-chain polyketides
6114	C22H38N6O5	[M + H]+	Amino acids and Peptides	Small peptides	Tripeptides
1325	C22H33NO14	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
6446	C16H18O11	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
458	C19H27NO10	[M + H]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
1503	C33H54O13	[M + H]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
1508	C40H65N3O10	[M + H]+	Polyketides	Macrolides	Macrolide lactones
7075	C24H34N2O6	[M + H]+	Amino acids and Peptides	Macrolides	Simple amide alkaloids
202	C21H36O10	[M + Na]+	Terpenoids	Monoterpenoids	Acyclic monoterpenoids
2540	C16H32O7	[M + H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
4339	C9H14N4O3	[M + K]+	Amino acids and Peptides	Small peptides	Dipeptides
1458	C9H10O2	[M + H]+	Terpenoids	Aromatic polyketides	Benzoquinones
7146	C23H44FN5O9	[M + H]+	Carbohydrates	Aminosugars and aminoglycosides	Pyrimidine nucleos(t)ides
1289	C17H26O4	[M + H]+	Terpenoids	Macrolides	Macrolide lactones
6054	C24H40O6	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
471	C15H22N4O3	[M + H]+	Amino acids and Peptides	Phenylpropanoids (C6-C3)	Cinnamic acid amides
4107	C23H46N2O14	[M + H]+	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars
7209	C30H44O2	[M + H]+	Terpenoids	Triterpenoids	Abeolupane triterpenoids
658	C21H32N10O4	[M + K]+	Amino acids and Peptides	Small peptides	Tripeptides
1954	C11H14O6	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
1378	C14H30O6	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
1356	C18H34B3NO6	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
6403	C15H27N3O6	[M + Na]+	Amino acids and Peptides	Small peptides	Tripeptides
6051	C24H45NO7	[M + H]+	Fatty acids	Glycerolipids	Ascarosides
278	C26H48NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
7317	C19H18Br3ClN2O5	[M + Na]+	Alkaloids	Tryptophan alkaloids	Carbazole alkaloids
7415	C21H47O7P	[M + Na]+	Fatty acids	Glycerophospholipids	Fatty acyl glycosides of mono- and disaccharides
2770	C9H17NO9	[M + H]+	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars
255	C21H44NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines
1509	C8H15NO3	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
2367	C11H11FO5	[M + Na]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
6504	C25H42O5	[M + K]+	Fatty acids	Glycerolipids	Monoacylglycerols
6577	C37H69BN6O7	[M + H]+	Fatty acids	Sphingolipids	Linear peptides
6330	C8H12O5	[M + H]+	Polyketides	Cyclic polyketides	Macrolide lactones
7367	C15H21NO9	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
2375	C12H15NO3	[M + H]+	Alkaloids	Tyrosine alkaloids	Simple indole alkaloids
7153	C33H65N5O4	[M + K]+	Fatty acids	Fatty amides	N-acyl amines
2983	C23H36N4O10	[M + H]+	Amino acids and Peptides	Peptide alkaloids	Simple amide alkaloids
7147	C10H13F2N3O	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
1489	C27H36O4	[M + Na]+	Terpenoids	Steroids	Pregnane steroids
2752	C36H63N5O7	[M + H]+	Amino acids and Peptides	Oligopeptides	Lipopeptides
1452	C19H33NO7	[M + H]+	Polyketides	Macrolides	Open-chain polyketides
189	C21H34O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
1438	C14H27N3O4	[M + H]+	Amino acids and Peptides	Small peptides	Tripeptides
1611	C13H11NO7	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
4609	C9H14O	[M + H]+	Fatty acids	Fatty acyls	Fatty aldehydes
6980	C37H45N3O13	[M + Na]+	Alkaloids	Tyrosine alkaloids	Secoiridoid monoterpenoids
1866	C12H18O	[M + H]+	Terpenoids	Monoterpenoids	Fatty aldehydes
1392	C18H43N5O5	[M + K]+	Fatty acids	Ornithine alkaloids	Polyamines
724	C3H8BNO4	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
1516	C29H40O4	[M + Na]+	Terpenoids	Steroids	Apocarotenoids (β-)
1522	C28H49NO3	[M + H]+	Terpenoids	Steroids	Cholestane steroids
6455	C36H66N2O3S	[M + H]+	Terpenoids	Linear polyketides	N-acyl amines
7189	C27H43NO12	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
5623	C5H4Cl2N2O8	[M + K]+	Amino acids and Peptides	Small peptides	Aminoacids
1281	C20H22O11	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
6954	C26H28O15	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
7148	C30H46O3	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
1814	C24H41NO8	[M + H]+	Fatty acids	Sphingolipids	Neutral glycosphingolipids
7409	C20H29NO3	[M + H]+	Terpenoids	Pseudoalkaloids (transamidation)	Capsaicins and Capsaicinoids
1386	C17H29FO4	[M + H]+	Terpenoids	Monoterpenoids	Open-chain polyketides
5648	C10H15BN3O2P	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
3009	C36H61NO5	[M + H]+	Fatty acids	Linear polyketides	Open-chain polyketides
4836	C24H34O17	[M + H]+	Terpenoids	Saccharides	Disaccharides
6572	C18H32O4	[M + H]+	Fatty acids	Octadecanoids	Other Octadecanoids
4541	C32H52N6O8	[M + H]+	Amino acids and Peptides	Steroids	Linear peptides
1425	C11H27N3O5	[M + K]+	Fatty acids	Ornithine alkaloids	Polyamines
7315	C13H14BClN2O3	[M + H]+	Alkaloids	Small peptides	Aminoacids
2348	C32H45NO19	[M + H]+	Alkaloids	Monoterpenoids	Secoiridoid monoterpenoids
7343	C20H26O6	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Prenylated,geranylated phloroglucinols
6960	C27H30O17	[M + Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
5991	C25H26O14	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
1585	C24H45NO7	[M + H]+	Fatty acids	Sphingolipids	Glycosylmonoacylglycerols
6052	C39H66O11	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
488	C23H25F2N3O5	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
1670	C15H20O5	[M + H]+	Polyketides	Sesquiterpenoids	Macrolide lactones
1435	C38H58O6	[M + Na]+	Terpenoids	Triterpenoids	Open-chain polyketides
6465	C31H54N10O	[M + K]+	Alkaloids	Guanidine alkaloids	Acyclic guanidine alkaloids
5796	C24H41NO13	[M + H]+	Amino acids and Peptides	Linear polyketides	Open-chain polyketides
1815	C22H45NO9	[M + H]+	Fatty acids	Fatty acyl glycosides	Sphingoid bases
518	C37H64O5	[M + Na]+	Fatty acids	Glycerolipids	Diacylglycerols
5578	C13H23NO6	[M + H]+	Alkaloids	Mycosporine derivatives	Mycosporine and Mycosporine-like amino acids
489	C22H41NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
604	C29H50O5	[M + H]+	Terpenoids	Meroterpenoids	Catechols with side chains
1407	C24H38O11	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
7201	C21H30O7	[M + Na]+	Terpenoids	Diterpenoids	Open-chain polyketides
190	C27H34O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
6226	C22H18O11	[M + Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
2415	C15H26O5	[M + H]+	Fatty acids	Octadecanoids	Macrolide lactones
1624	C16H21F2N3O6	[M + H]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
1477	C24H35FN4O7	[M + K]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
2561	C17H20O10	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
6591	C27H30O17	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
752	C24H38O14	[M + Na]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
6085	C18H28O	[M + H]+	Fatty acids	Fatty acyls	Fatty aldehydes
1746	C20H22O5	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
1123	C20H22O4	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
1447	C20H26N6O7	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
475	C5H6Cl2N2O	[M + K]+	Alkaloids	Pseudoalkaloids	Pyridine alkaloids
1303	C32H50O3	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
7085	C25H47NO5	[M + H]+	Fatty acids	Linear polyketides	Open-chain polyketides
2968	C37H75NO4	[M + H]+	Fatty acids	Fatty esters	N-acyl amines
1764	C26H50O2S	[M + Na]+	Fatty acids	Fatty acyls	Fatty alcohols
7310	C19H21NO5	[M + H]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
6685	C25H50NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines
7047	C19H30O4	[M + H]+	Polyketides	Linear polyketides	Macrolide lactones
5608	C13H20N2O	[M + H]+	Alkaloids	Lysine alkaloids	Quinolizidine alkaloids
6468	C19H28N6O13	[M + K]+	Carbohydrates	Polyols	Amino cyclitols
3014	C18H27N5O3	[M + H]+	Alkaloids	Pseudoalkaloids	Purine nucleos(t)ides
1300	C13H24BN3O5	[M + K]+	Amino acids and Peptides	Small peptides	Dipeptides
1153	C10H19ClN4O	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
3733	C12H23BFO6P	[M + K]+	Fatty acids	Monoterpenoids	Acyclic monoterpenoids
6103	C17H22O10	[M + Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Simple phenolic acids
5602	C19H27NO9S	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Secoiridoid monoterpenoids
6607	C17H20F2N6O5	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
2563	C12H17NO5	[M + H]+	Alkaloids	Ornithine alkaloids	Isocoumarins
4202	C13H15NO4	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
2333	C29H60O3	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
42	C12H15NO7	[M + H]+	Alkaloids	Peptide alkaloids	Dipeptides
2366	C14H25NO8	[M + H]+	Terpenoids	Monoterpenoids	Open-chain polyketides
7119	C29H48N7O7P	[M + H]+	Alkaloids	Pseudoalkaloids	Phenylalanine-derived alkaloids
7080	C34H54O5	[M + Na]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
1768	C26H48N2O3	[M + H]+	Terpenoids	Steroids	Cholane steroids
7408	C21H36O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
7373	C17H30FNO6	[M + H]+	Alkaloids	Ornithine alkaloids	Prostaglandins
1127	C13H16BNO2	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
5579	C33H63NO10	[M + H]+	Alkaloids	Pseudoalkaloids	Steroidal alkaloids
1472	C28H38BN5O10	[M + Na]+	Amino acids and Peptides	Small peptides	Tripeptides
6359	C22H22N8O4	[M + K]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
4629	C26H50O13	[M + Na]+	Fatty acids	Glycerolipids	Fatty acyl glycosides of mono- and disaccharides
2341	C23H24O12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
1756	C18H42N3O4P	[M + Na]+	Fatty acids	Sphingolipids	Sphingoid bases
6288	C20H25NO4	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
5586	C32H52O5	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
805	C16H16BFO5	[M + H]+	Polyketides	Monoterpenoids	Pinane monoterpenoids
2980	C23H42N2O2	[M + H]+	Terpenoids	Diterpenoids	Piperidine alkaloids
2970	C26H47NO8	[M + H]+	Fatty acids	Sphingolipids	N-acyl amines
6402	C15H27N3O4	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
7037	C23H33N4O15P	[M + H]+	Shikimates and Phenylpropanoids	Aminosugars and aminoglycosides	Aminosugars
1154	C16H25B2NO3	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
6689	C27H43NO13	[M + H]+	Alkaloids	Monoterpenoids	Open-chain polyketides
490	C19H27N3O5	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
1792	C20H36O3	[M + H]+	Terpenoids	Diterpenoids	Labdane diterpenoids
2981	C25H42O5	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
1850	C12H21FO4	[M + H]+	Terpenoids	Monoterpenoids	Camphane monoterpenoids
6286	C7H7ClN4O5	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
7381	C23H37NO5	[M + H]+	Alkaloids	Pseudoalkaloids	Open-chain polyketides
5618	C13H17NO5	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
1415	C20H34O2	[M + H]+	Fatty acids	Fatty esters	Wax monoesters
1903	C14H30N2O2	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
6407	C11H18O6	[M + H]+	Terpenoids	Monoterpenoids	2-pyrone derivatives
6220	C7H17N2O3P	[M + Na]+	Amino acids and Peptides	Small peptides	Dipeptides
1910	C12H12F4O2	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
1491	C40H54O4	[M + H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
6395	C32H38O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
6369	C13H15NO9	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1789	C16H18N2O4	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
6693	C33H54O11	[M + H]+	Fatty acids	Diterpenoids	Labdane diterpenoids
6378	C21H31NO14	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
7358	C33H55N5O3	[M + Na]+	Alkaloids	Pseudoalkaloids	Steroidal alkaloids
6520	C17H28O12	[M + Na]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
7420	C15H24O	[M + H]+	Terpenoids	Sesquiterpenoids	Cedrane and Isocedrane sesquiterpenoids
1173	C26H35N7O8	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
2049	C12H18O7	[M + Na]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
741	C10H20N2O4	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
6246	C14H23N7O4S	[M + H]+	Alkaloids	Small peptides	Imidazole alkaloids
