rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
287	1	1	10	0.30621588364360786	-66.59524379041184	N/A	179.13395644196757	C18H26O10	[M + H]+	DOHBOZAWKYQAPC	InChI=1S/C18H26O10/c1-3-9-10(5-6-19)11(16(24)25-4-2)8-26-17(9)28-18-15(23)14(22)13(21)12(7-20)27-18/h3,6,8-10,12-15,17-18,20-23H,1,4-5,7H2,2H3	null	CCOC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O	-1.29999995	101391909	PubChem:(101391909)	2	403.1606995398183	211.111956	2924_cdhrc_dbgi_alc_pos_sirius_776
288	1	1	10	0.30572910087713795	-99.95645407190398	N/A	56.58867353763429	C25H22O11	[M + H]+	XYNKWVHGMIUSPU	InChI=1S/C25H22O11/c26-15-5-1-13(9-17(15)28)3-7-21(30)34-19-11-25(33)12-20(23(19)36-24(25)32)35-22(31)8-4-14-2-6-16(27)18(29)10-14/h1-10,19-20,23,26-29,33H,11-12H2	[6-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-4-hydroxy-3-oxo-2-oxabicyclo[2.2.2]octan-7-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	C1C(C2C(CC1(C(=O)O2)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O	2.29999995	58771505;72418810;102177110	PubChem:(58771505 72418810 102177110)	2	499.1235752027294	200.199768	6310_cdhrc_dbgi_alc_pos_sirius_1669
289	3	1	3	0.30531898722210177	-35.379652575513774	N/A	45.11739996133769	C8H8O2	[M + H]+	WLJVXDMOQOGPHL	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	a-Toluate	C1=CC=C(C=C1)CC(=O)O	1.48200095	999;4409936;10773040;12198003;12198006;12198007;12198008;12198010;10011961;10351758;16211873;25240473;25241138;25257938;66995338;91343680;129115832;129655342	HMDB:(209);PubChem class - food;SuperNatural:(SN00234720 SN00118432);ZINC bio:(ZINC00388462);additional;HSDB:(103-82-2);MeSH:(999 4409936);Plantcyc:(PHENYLACETATE);PubMed;NORMAN:(NS00010314);COCONUT:(CNP0085837 CNP0311203);KNApSAcK:(750);Natural Products:(UNPD157016);PubChem:(999 4409936 10773040 12198003 12198006 12198007 12198008 12198010 10011961 10351758 16211873 25240473 25241138 25257938 66995338 91343680 129115832 129655342);CHEBI:(30745 18401);PubChem class - bio and metabolites;KEGG:(C07086);PubChem class - safety and toxic;YMDB:(891);Training Set;PubChem class - drug;Biocyc:(CPD-20907 CPD-13419 PHENYLACETATE)	255847294	137.05985825429357	49.6417968	175_cdhrc_dbgi_alc_pos_sirius_5367
290	1	1	4	0.30500262556335445	-30.743245256648187	N/A	14.948613717547886	C16H28O6	[M + Na]+	FLXYFXDZJHWWGW	InChI=1S/C16H28O6/c1-5-16(4,8-6-7-10(2)3)22-15-14(20)13(19)12(18)11(9-17)21-15/h5,7,11-15,17-20H,1,6,8-9H2,2-4H3	2-(3,7-dimethylocta-1,6-dien-3-yloxy)-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)CO)O)O)O)C	1.10000002	10087123;14190656;14190657;22866777;38358979;45782927;68667565;90826530;90964521	COCONUT:(CNP0189702);HMDB:(30418);KNApSAcK:(10302);Natural Products:(UNPD64027 UNPD188463 UNPD65633 UNPD57138);PubChem:(10087123 14190656 14190657 22866777 38358979 45782927 68667565 90826530 90964521);SuperNatural:(SN00273588 SN00029734 SN00029733);ZINC bio:(ZINC31165478 ZINC31165481);PubChem class - bio and metabolites;Training Set;PubMed	19980378	339.17795746537047	273.287916	5316_cdhrc_dbgi_alc_pos_sirius_4187
291	10	1	10	0.30448439822544343	-213.5787123054178	N/A	19.80299712381455	C20H23N5O8	[M + Na]+	PAWXQJFDYFJIOH	InChI=1S/C20H23N5O8/c1-29-10-4-9(5-11(30-2)16(10)31-3)20(28)32-6-12-14(26)15(27)19(33-12)25-8-24-13-17(21)22-7-23-18(13)25/h4-5,7-8,12,14-15,19,26-27H,6H2,1-3H3,(H2,21,22,23)	null	COC1=CC(=CC(=C1OC)OC)C(=O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O	0.0555385724	70400938	PubChem:(70400938)	2	484.14432935922326	138.72899999999998	6788_cdhrc_dbgi_alc_pos_sirius_5666
292	3	1	4	0.3031308795829527	-402.8478733377723	N/A	59.20081928604697	C27H44FNO4	[M + H]+	KQCQNYBAFIQLPA	InChI=1S/C27H44FNO4/c1-3-4-18-33-26-13-11-22(12-14-26)27(31)23(20-29-16-15-24(28)21-29)19-25(30)10-8-6-5-7-9-17-32-2/h11-14,23-24,27,31H,3-10,15-21H2,1-2H3	null	CCCCOC1=CC=C(C=C1)C(C(CC(=O)CCCCCCCOC)CN2CCC(C2)F)O	4.69999981	58336023;58369376	PubChem:(58336023 58369376)	2	466.3342474724131	253.635288	1233_cdhrc_dbgi_alc_pos_sirius_5470
293	3	1	11	0.3009659630246538	-441.1223693645746	N/A	67.50295927763709	C33H59N13O13	[M + H]+	OQNCZVDXXHYOPQ	InChI=1S/C33H59N13O13/c1-14(2)23(45-27(54)19(8-6-12-40-33(37)38)42-25(52)17(34)13-22(50)51)29(56)44-18(7-5-11-39-32(35)36)26(53)43-20(9-10-21(48)49)28(55)46-24(16(4)47)30(57)41-15(3)31(58)59/h14-20,23-24,47H,5-13,34H2,1-4H3,(H,41,57)(H,42,52)(H,43,53)(H,44,56)(H,45,54)(H,46,55)(H,48,49)(H,50,51)(H,58,59)(H4,35,36,39)(H4,37,38,40)	null	CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N	-7.9000001	9988115	PubChem:(9988115)	2	846.4420381747043	391.223394	6773_cdhrc_dbgi_alc_pos_sirius_7180
294	1	1	3	0.3007257254556404	-36.90159135331288	N/A	288.2357484751259	C19H30O3	[M + H]+	HFHZCLLOCPKNMX	InChI=1S/C19H30O3/c1-3-4-5-6-7-9-12-15-18(20)16-13-10-8-11-14-17-19(21)22-2/h4-5,7,9,12,15H,3,6,8,10-11,13-14,16-17H2,1-2H3	10,12,15-Octadecatrienoic acid, 9-oxo-, methyl ester, (E,Z,Z)-	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)OC	4.9000001	71380075;131856752	PubChem:(71380075 131856752)	2	307.2266804273768	328.099236	2870_cdhrc_dbgi_alc_pos_sirius_1927
295	3	1	10	0.30000521219805154	-316.55705857346567	N/A	13.255274409061876	C40H35N2O2P	[M + H]+	INYLUWAVYBLHBE	InChI=1S/C40H35N2O2P/c43-39(34-23-13-16-28-14-7-9-21-32(28)34)41-35-24-11-12-25-36(35)42-40(44)38-33-22-10-8-15-29(33)26-27-37(38)45(30-17-3-1-4-18-30)31-19-5-2-6-20-31/h1-10,13-23,26-27,35-36H,11-12,24-25H2,(H,41,43)(H,42,44)	null	C1CCC(C(C1)NC(=O)C2=CC=CC3=CC=CC=C32)NC(=O)C4=C(C=CC5=CC=CC=C54)P(C6=CC=CC=C6)C7=CC=CC=C7	8.69999981	126569304	PubChem:(126569304)	2	607.2514152264803	596.655564	5491_cdhrc_dbgi_alc_pos_sirius_6265
296	1	1	2	0.29960910429399007	-27.675344533652762	N/A	42.587091848152966	C15H18O9	[M + H]+	QOPSZFXPZWQLOG	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-5-7(1-3-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	Caffeic acid 3-glucoside	C1=CC(=C(C=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.813954413	442776;4484223;6124133;5281759;21027076;67128639;69501423;131700415;129887345	COCONUT:(CNP0080135 CNP0203493);KNApSAcK:(2716);Natural Products:(UNPD226509 UNPD101477 UNPD226714 UNPD62739);PubChem:(442776 4484223 6124133 5281759 21027076 67128639 69501423 131700415 129887345);SuperNatural:(SN00337954 SN00006988 SN00357374);CHEBI:(3293);ZINC bio:(ZINC04098722);additional;KEGG:(C10431);Training Set;PubMed	3727730	343.10281599942914	123.80855399999999	4802_cdhrc_dbgi_alc_pos_sirius_76
297	1	1	1	0.2991078419979915	-194.20896619242055	N/A	187.20978688334722	C17H27FO2	[M + H]+	TUHHNHMHSGZMKC	InChI=1S/C17H27FO2/c1-2-3-4-5-15-12-19-17(20-13-15)11-8-14-6-9-16(18)10-7-14/h2-3,9,14-15,17H,4-8,10-13H2,1H3	2-[2-(4-fluorocyclohex-3-en-1-yl)ethyl]-5-[(E)-pent-3-enyl]-1,3-dioxane	CC=CCCC1COC(OC1)CCC2CCC(=CC2)F	4.0999999	22876096;54334191	PubChem:(22876096 54334191)	2	283.20637771870156	402.913614	1343_cdhrc_dbgi_alc_pos_sirius_3504
298	1	1	2	0.29907248375891876	-56.06130561539343	N/A	170.75862281369004	C11H14O6	[M + H]+	QMBSLGFBNUKGRJ	InChI=1S/C11H14O6/c1-16-10(14)6-4-17-11(15)8-5(3-12)2-7(13)9(6)8/h2,4,7-9,11-13,15H,3H2,1H3	6Beta-Hydroxygenipin	COC(=O)C1=COC(C2C1C(C=C2CO)O)O	-1.89999998	71577496	COCONUT:(CNP0121112);Natural Products:(UNPD81531 UNPD222112);PubChem:(71577496);SuperNatural:(SN00320341);PubMed;KEGG Mine	8593113154	243.0869140625	126.114276	2692_cdhrc_dbgi_alc_pos_sirius_4212
299	7	1	10	0.2986380466759175	-200.80111866228023	N/A	122.03451231790318	C32H33BO6	[M + H]+	GCCZAKHAUAKZQL	InChI=1S/C32H32BO6/c1-34-24-15-10-16-25(35-2)30(24)33(22-21-23-13-8-7-9-14-23,31-26(36-3)17-11-18-27(31)37-4)32-28(38-5)19-12-20-29(32)39-6/h7-20H,1-6H3/q-1	null	[B-](C#CC1=CC=CC=C1)(C2=C(C=CC=C2OC)OC)(C3=C(C=CC=C3OC)OC)C4=C(C=CC=C4OC)OC	0.0	102088924	PubChem:(102088924)	2	524.2492578316999	238.369818	2811_cdhrc_dbgi_alc_pos_sirius_1191
300	2	1	4	0.2982989200031453	-161.82821495775485	N/A	55.434720082396375	C10H12FN5O5	[M + H]+	GNYDOLMQTIJBOP	InChI=1S/C10H12FN5O5/c11-9-13-3-6(14-10(12)15-7(3)20)16(9)8-5(19)4(18)2(1-17)21-8/h2,4-5,8,17-19H,1H2,(H3,12,14,15,20)	2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-fluoranyl-3H-purin-6-one	C(C1C(C(C(O1)N2C3=C(C(=O)NC(=N3)N)N=C2F)O)O)O	-2.00612497	136082491;135398550;135463696	PubChem:(136082491 135398550 135463696)	2	302.08827737265074	134.60571	5295_cdhrc_dbgi_alc_pos_sirius_9
301	1	1	3	0.2980265019409167	-57.809527928067965	N/A	32.80648677034023	C36H36O19	[M + H]+	VASHBWYFPVZWGX	InChI=1S/C36H36O19/c37-12-22-26(43)29(46)31(48)35(53-22)51-17-10-20(41)25-21(11-17)52-33(15-4-7-18(39)19(40)9-15)34(28(25)45)55-36-32(49)30(47)27(44)23(54-36)13-50-24(42)8-3-14-1-5-16(38)6-2-14/h1-11,22-23,26-27,29-32,35-41,43-44,46-49H,12-13H2	Quercetin 3-O-beta-(6''''-O-E-p-coumaroylglucoside)-7-O-beta-glucoside	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O	0.300000012	5323513;11968878;21550581;21159142;44259211	COCONUT:(CNP0257192);KNApSAcK:(11129);Natural Products:(UNPD41120 UNPD146424);PubChem:(5323513 11968878 21550581 21159142 44259211);SuperNatural:(SN00380646 SN00282435)	3178514	773.1919391818766	198.741558	299_cdhrc_dbgi_alc_pos_sirius_4239
302	5	1	6	0.29771485617153587	-107.88528971801497	N/A	183.40860963923356	C33H66OS2	[M + H]+	JOEWKXJFFZLNGW	InChI=1S/C33H66OS2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-35-33(34)36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3	null	CCCCCCCCCCCCCCCCSC(=O)SCCCCCCCCCCCCCCCC	17.1000004	12576884	PubChem:(12576884)	2	543.4626636222913	634.7058000000001	4640_cdhrc_dbgi_alc_pos_sirius_2217
303	1	1	11	0.2976375251189967	-186.9493196627911	N/A	173.95160754660043	C47H68O10	[M + H]+	DGRYFBQJQQTZFN	InChI=1S/C47H68O10/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-25-27-29-31-33-35-42(49)54-38-40(39-55-47-46(53)45(52)44(51)41(37-48)57-47)56-43(50)36-34-32-30-28-26-23-16-14-12-10-8-6-4-2/h5-26,40-41,44-48,51-53H,3-4,27-39H2,1-2H3	null	CCC=CC=CC=CC=CCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCC=CC=CC=CC=CC=CC=CC=CCC	9.89999962	134726618	PubChem:(134726618)	2	793.4868318376981	642.8622	905_cdhrc_dbgi_alc_pos_sirius_3526
304	1	1	10	0.29763137480729657	-6.167733760472874	N/A	55.131083744089	C25H24O12	[M + H]+	UFCLZKMFXSILNL	InChI=1S/C25H24O12/c26-15-5-1-13(9-17(15)28)3-7-21(31)36-20-12-25(35,24(33)34)11-19(30)23(20)37-22(32)8-4-14-2-6-16(27)18(29)10-14/h1-10,19-20,23,26-30,35H,11-12H2,(H,33,34)	Isochlorogenic acid C	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O	1.5	153946;460890;3802778;5927076;5281780;5316648;6325421;5459216;6474309;6711966;9892741;10207978;13887344;13887345;13887346;10324242;44306621;60099140;58645079;68103159;89953036;91615458;102170141;118710978;123727332;124157618;129316855;129361406;131708171;134769983;138538320;138538473;137704517	HMDB:(30705 30707);SuperNatural:(SN00020489 SN00363407 SN00159344 SN00308743 SN00253585 SN00390878 SN00379963 SN00160949 SN00006991 SN00291687 SN00241272 SN00290471 SN00300059);ZINC bio:(ZINC04098735 ZINC13556374);additional;MeSH:(153946 3802778 5281780 5927076 6325421 6474309 13887346 129316855);PubMed;COCONUT:(CNP0063832 CNP0242282);KNApSAcK:(29480);Natural Products:(UNPD12489 UNPD64095 UNPD28667 UNPD82523 UNPD158840 UNPD224711 UNPD219670 UNPD111087 UNPD13564 UNPD37789 UNPD73830 UNPD124411 UNPD226773 UNPD230484);PubChem:(153946 460890 3802778 5927076 5281780 5316648 6325421 5459216 6474309 6711966 9892741 10207978 13887344 13887345 13887346 10324242 44306621 60099140 58645079 68103159 89953036 91615458 102170141 118710978 123727332 124157618 129316855 129361406 131708171 134769983 138538320 138538473 137704517);CHEBI:(5995 141136);PubChem class - bio and metabolites;KEGG:(C10468);Training Set	20504958	517.1341552734375	200.199768	4525_cdhrc_dbgi_alc_pos_sirius_1987
305	1	1	8	0.2967577193338835	-76.47462737711443	N/A	140.77788217439536	C30H46O2	[M + H]+	VYZWWQXICOFCOH	InChI=1S/C30H46O2/c1-18-10-15-30-17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(32-25(30)31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24H,9-17H2,1-7H3	null	CC1CCC23CCC4(C(=CCC5C4(CCC6C5(CCC(C6(C)C)OC2=O)C)C)C3C1C)C	8.10000038	66965517	COCONUT:(CNP0310038);Natural Products:(UNPD6785);PubChem:(66965517);SuperNatural:(SN00360948)	3178498	439.3569605514676	315.941844	2078_cdhrc_dbgi_alc_pos_sirius_5831
306	9	1	10	0.2959443777486076	-138.48686990694836	N/A	176.21270731102916	C30H54O2P2	[M + H]+	ZJNJYNFKZNTXGF	InChI=1S/C30H54O2P2/c31-33(25-15-5-1-6-16-25,26-17-7-2-8-18-26)29-23-13-14-24-30(29)34(32,27-19-9-3-10-20-27)28-21-11-4-12-22-28/h25-30H,1-24H2	null	C1CCC(CC1)P(=O)(C2CCCCC2)C3CCCCC3P(=O)(C4CCCCC4)C5CCCCC5	7.0999999	88153546	PubChem:(88153546)	2	509.36889325618694	271.43952	3568_cdhrc_dbgi_alc_pos_sirius_1709
307	8	1	11	0.2959042590499078	-137.73948254941348	N/A	94.43393415649697	C18H33NO9	[M + Na]+	UNPZEFDVXZMGBP	InChI=1S/C18H33NO9/c1-26-14(23)8-6-4-2-3-5-7-9-27-18-15(19-13(22)11-21)17(25)16(24)12(10-20)28-18/h12,15-18,20-21,24-25H,2-11H2,1H3,(H,19,22)	methyl 9-[(2R,5R)-4,5-dihydroxy-3-[(2-hydroxyacetyl)amino]-6-(hydroxymethyl)oxan-2-yl]oxynonanoate	COC(=O)CCCCCCCCOC1C(C(C(C(O1)CO)O)O)NC(=O)CO	-0.200000003	59928145;90895195	PubChem:(59928145 90895195)	2	430.2065124511719	247.19765399999997	67_cdhrc_dbgi_alc_pos_sirius_5046
308	3	1	3	0.2958717874548586	-252.23391740831377	N/A	27.500689558092283	C26H51N9O6	[M + Na]+	KMMNWFOJVRMCMW	InChI=1S/C26H51N9O6/c1-15(2)12-17(14-21(36)35-41)23(38)34-20(13-16(3)4)25(40)33-19(9-7-11-31-26(29)30)24(39)32-18(22(28)37)8-5-6-10-27/h15-20,41H,5-14,27H2,1-4H3,(H2,28,37)(H,32,39)(H,33,40)(H,34,38)(H,35,36)(H4,29,30,31)	null	CC(C)CC(CC(=O)NO)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)N	-1.29999995	24851529	PubChem:(24851529)	2	608.385183857934	197.20653000000001	4105_cdhrc_dbgi_alc_pos_sirius_681
309	10	1	11	0.295742446497374	-269.2114130527739	N/A	91.27128949825101	C20H21N5O6S	[M + H]+	IRUJWRVLJAPULX	InChI=1S/C20H21N5O6S/c1-10(26)29-15-13(8-32-12-6-4-3-5-7-12)31-19(16(15)30-11(2)27)25-9-22-14-17(25)23-20(21)24-18(14)28/h3-7,9,13,15-16,19H,8H2,1-2H3,(H3,21,23,24,28)	null	CC(=O)OC1C(OC(C1OC(=O)C)N2C=NC3=C2N=C(NC3=O)N)CSC4=CC=CC=C4	1.08549619	135485610	PubChem:(135485610)	2	460.12812977446134	245.885436	5203_cdhrc_dbgi_alc_pos_sirius_6253
310	2	1	10	0.29573246695220357	-98.22991285969573	N/A	112.8197486033209	C31H32O9	[M + H]+	RLYUIZOZXWNZOU	InChI=1S/C31H32O9/c1-19-7-11-22(12-8-19)38-18-30(40-26-6-4-3-5-23(26)33)31(36)21-10-14-27(25(35)15-21)39-29(17-32)20-9-13-24(34)28(16-20)37-2/h3-16,29-36H,17-18H2,1-2H3	null	CC1=CC=C(C=C1)OCC(C(C2=CC(=C(C=C2)OC(CO)C3=CC(=C(C=C3)O)OC)O)O)OC4=CC=CC=C4O	4.5999999	89549923	PubChem:(89549923)	2	549.2122135550803	247.84751999999997	5996_cdhrc_dbgi_alc_pos_sirius_1477
311	1	1	1	0.29519068038126434	-119.44117748856051	N/A	35.61488286620497	C10H23N5O2	[M + Na]+	XONZSRUDOGPTSI	InChI=1S/C10H23N5O2/c1-2-3-4-5-6-15(7-9(11)13-16)8-10(12)14-17/h16-17H,2-8H2,1H3,(H2,11,13)(H2,12,14)	2-[[(2Z)-2-amino-2-hydroxyiminoethyl]-hexylamino]-N''-hydroxyethanimidamide	CCCCCCN(CC(=NO)N)CC(=NO)N	1.0	60119264;72653227	PubChem:(60119264 72653227)	2	268.1736145019531	160.74129000000002	2383_cdhrc_dbgi_alc_pos_sirius_992
312	1	1	11	0.294625095328563	-273.78718302327013	N/A	160.84637961152862	C26H37NO12	[M + H]+	JCHSEFFQOYHTAX	InChI=1S/C26H37NO12/c1-13-21(36-15(3)30)23(37-16(4)31)24(34-12-17-9-7-6-8-10-17)26(35-13)39-22-19(27-14(2)29)25(33-5)38-18(11-28)20(22)32/h6-10,13,18-26,28,32H,11-12H2,1-5H3,(H,27,29)	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)CO)OC)NC(=O)C)OCC3=CC=CC=C3)OC(=O)C)OC(=O)C	0.0	10907792	PubChem:(10907792)	2	556.2383385783472	155.531136	154_cdhrc_dbgi_alc_pos_sirius_2149
313	1	1	1	0.29438987323469834	-30.269194001942157	N/A	44.58286360375549	C6H6O3	[M + H]+	NOEGNKMFWQHSLB	InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2	Epitope ID:136033	C1=C(OC(=C1)C=O)CO	0.436229497	237332;46781825	HMDB:(34355);PubChem class - food;SuperNatural:(SN00156020);ZINC bio:(ZINC00900788);HSDB:(67-47-0);MeSH:(237332);PubMed;NORMAN:(NS00014938);COCONUT:(CNP0222574);KNApSAcK:(29547);Natural Products:(UNPD172457);PubChem:(237332 46781825);YMDB Mine;CHEBI:(412516);PubChem class - bio and metabolites;KEGG:(C11101);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-11572)	34614848382	127.03912353515625	41.097963	176_cdhrc_dbgi_alc_pos_sirius_5397
314	1	1	3	0.2929663199267375	-50.0510396348851	N/A	34.70694510316439	C18H19NO4	[M + H]+	FRCCOVWVDLDBBG	InChI=1S/C18H19NO4/c1-13-7-9-15(10-8-13)23-12-17(20)19-16(18(21)22)11-14-5-3-2-4-6-14/h2-10,16H,11-12H2,1H3,(H,19,20)(H,21,22)	Oprea1_427909	CC1=CC=C(C=C1)OCC(=O)NC(CC2=CC=CC=C2)C(=O)O	3.20000005	697454;697455;4108337;2787004;6922823;6922824	COCONUT:(CNP0009760);Training Set;PubChem:(697454 697455 4108337 2787004 6922823 6922824);PubMed	2113602	314.13856938058586	168.857226	4315_cdhrc_dbgi_alc_pos_sirius_2296
315	6	1	10	0.2923324910493395	-244.59225035274636	N/A	66.80469394955169	C24H21BO9	[M + H]+	IUHKKKCJWMESTB	InChI=1S/C24H21BO9/c1-29-22(26)16-4-10-19(11-5-16)32-25(33-20-12-6-17(7-13-20)23(27)30-2)34-21-14-8-18(9-15-21)24(28)31-3/h4-15H,1-3H3	null	B(OC1=CC=C(C=C1)C(=O)OC)(OC2=CC=C(C=C2)C(=O)OC)OC3=CC=C(C=C3)C(=O)OC	4.95484447	70231289	PubChem:(70231289)	2	464.14011752637896	166.41597	3316_cdhrc_dbgi_alc_pos_sirius_6001
316	10	1	11	0.2914931869728074	-352.521535685151	N/A	56.72083892000148	C41H41N3O8	[M + K]+	VTKCIFHIYDDDJZ	InChI=1S/C41H41N3O8/c1-41-31(16-9-24-21-33(50-2)36(45)34(22-24)51-3)28-14-15-29-35(30(28)23-32(41)38(47)44(40(41)49)26-7-5-4-6-8-26)39(48)43(37(29)46)27-12-10-25(11-13-27)42-17-19-52-20-18-42/h4-14,16,21-22,29-32,35,45H,15,17-20,23H2,1-3H3	null	CC12C(CC3C4C(CC=C3C1C=CC5=CC(=C(C(=C5)OC)O)OC)C(=O)N(C4=O)C6=CC=C(C=C6)N7CCOCC7)C(=O)N(C2=O)C8=CC=CC=C8	4.0	4531948;6659388	PubChem:(4531948 6659388)	2	742.2556631543331	224.16543	311_cdhrc_dbgi_alc_pos_sirius_2469
317	1	1	10	0.29134939371786167	-189.08203789674332	N/A	43.071222671337395	C22H27NO6	[M + H]+	WUODBWUVXRIXAI	InChI=1S/C22H27NO6/c1-23-9-8-22-14-5-7-17(28-18(24)11-25-2)21(22)29-20-16(27-12-26-3)6-4-13(19(20)22)10-15(14)23/h4-7,14-15,17,21H,8-12H2,1-3H3	[(4R,4aR,7S,7aR,12bS)-9-(methoxymethoxy)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-yl] 2-methoxyacetate	CN1CCC23C4C1CC5=C2C(=C(C=C5)OCOC)OC3C(C=C4)OC(=O)COC	2.21704173	15382175;56995178	PubChem:(15382175 56995178)	2	402.1909531741029	193.077816	151_cdhrc_dbgi_alc_pos_sirius_4469
318	5	1	11	0.2913353182168307	-237.10228229499864	N/A	23.270820829415687	C32H56N10O13	[M + K]+	ZYZIENMRVZPYRW	InChI=1S/C32H56N10O13/c1-13(2)23(41-32(55)25(16(6)44)42-28(51)18(8-10-22(47)48)38-27(50)15(5)33)30(53)36-11-21(46)40-24(14(3)4)31(54)39-19(12-43)29(52)37-17(26(35)49)7-9-20(34)45/h13-19,23-25,43-44H,7-12,33H2,1-6H3,(H2,34,45)(H2,35,49)(H,36,53)(H,37,52)(H,38,50)(H,39,54)(H,40,46)(H,41,55)(H,42,51)(H,47,48)	null	CC(C)C(C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)N	-7.19999981	10219103	PubChem:(10219103)	2	827.3683044234397	287.605818	13_cdhrc_dbgi_alc_pos_sirius_5452
319	7	1	10	0.29123241732129623	-193.347014252948	N/A	68.35109028000839	C25H31NO4P2	[M + H]+	ZGNGXDKGWNZFMH	InChI=1S/C25H31NO4P2/c1-3-5-20-29-31(27,22-14-9-7-10-15-22)24-18-13-19-25(26-24)32(28,30-21-6-4-2)23-16-11-8-12-17-23/h7-19H,3-6,20-21H2,1-2H3	2,6-bis[butoxy(phenyl)phosphoryl]pyridine	CCCCOP(=O)(C1=CC=CC=C1)C2=NC(=CC=C2)P(=O)(C3=CC=CC=C3)OCCCC	5.30000019	14957354	PubChem:(14957354)	2	472.18123976698865	262.05613200000005	262_cdhrc_dbgi_alc_pos_sirius_5456
320	1	1	2	0.2911313366289203	-7.965179630060655	N/A	353.74427232964047	C20H34O2	[M + H]+	JYYFMIOPGOFNPK	InChI=1S/C20H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h5-6,8-9,11-12H,3-4,7,10,13-19H2,1-2H3	Ethyl linolenate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC	6.5999999	79149;5863604;5367460;6371716;26183511;124519030;125183267;129725250	PubChem class - food;additional;MeSH:(79149 5367460 6371716);PubMed;NORMAN:(NS00013663);COCONUT:(CNP0216121);KNApSAcK:(50452);Natural Products:(UNPD125685 UNPD211841);PubChem:(79149 5863604 5367460 6371716 26183511 124519030 125183267 129725250);CHEBI:(84851);PubChem class - safety and toxic;Training Set;PubChem class - drug	237813878	307.2634316989867	538.462206	7140_cdhrc_dbgi_alc_pos_sirius_1415
321	6	1	9	0.29098575032409396	-188.83571888170943	N/A	28.025537458442894	C25H26O11	[M + H]+	FEXQIFZINKFUAH	InChI=1S/C25H26O11/c1-13(26)2-3-15-5-8-17(28)19(11-15)35-25-24(33)23(32)22(31)20(36-25)12-34-21(30)9-6-14-4-7-16(27)18(29)10-14/h2-11,20,22-25,27-29,31-33H,12H2,1H3	null	CC(=O)C=CC1=CC(=C(C=C1)O)OC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O	0.899999976	44203442	COCONUT:(CNP0172984);Natural Products:(UNPD23784);PubChem:(44203442)	2129922	503.157121722133	254.443908	5720_cdhrc_dbgi_alc_pos_sirius_2958
