confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
273	1	1	1	5	0.3118921447935571	-36.15960413335366	0.8884422110552764	14.872890329048323	C26H28O16	[M + Na]+	NKFZLEYLWAFYEH	InChI=1S/C26H28O16/c27-6-15-18(34)20(36)24(42-25-21(37)17(33)13(32)7-38-25)26(40-15)41-23-19(35)16-12(31)4-9(28)5-14(16)39-22(23)8-1-2-10(29)11(30)3-8/h1-5,13,15,17-18,20-21,24-34,36-37H,6-7H2	Quercetin 3-lathyroside	C1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O	-1.20000005	5274586;5282158;5487635;14825575;21579174;42597663;44259094;44259138;44259140;60172105;72550607;101138141	COCONUT:(CNP0187439 CNP0417726);HMDB:(37536);KNApSAcK:(5395);Natural Products:(UNPD4417 UNPD95668 UNPD121229 UNPD130593 UNPD152811 UNPD185439);PubChem:(5274586 5282158 5487635 14825575 21579174 42597663 44259094 44259138 44259140 60172105 72550607 101138141);SuperNatural:(SN00177598 SN00318701 SN00333578 SN00254994 SN00274815 SN00383772 SN00381562);CHEBI:(32081);PubChem class - bio and metabolites;MeSH:(5487635);KEGG:(C12637);PubMed	19956094	619.12643	177.87	600_clematis_10_species_crop2-10min_231127_orbi_siri_603	603
274	1	1	1	1	0.3113680023146913	-239.66745266586352	0.9989949748743717	112.2569118850716	C20H23NO11	[M + H]+	BRJBTDGOVQZJJV	InChI=1S/C20H23NO11/c1-10(23)28-15-16(29-11(2)24)18(30-12(3)25)20(32-17(15)19(26)27-4)31-14-8-6-5-7-13(14)21-9-22/h5-9,15-18,20H,1-4H3,(H,21,22)	null	CC(=O)OC1C(C(OC(C1OC(=O)C)OC2=CC=CC=C2NC=O)C(=O)OC)OC(=O)C	0.699999988	135324040	PubChem:(135324040)	2	454.13521	170.68	515_clematis_10_species_crop2-10min_231127_orbi_siri_518	518
275	1	6	1	6	0.3100872008831501	-291.28990607109824	0.020100502512562814	28.575024443270504	C31H32N10O7	[M + H]+	UMXXVWYEKAVSNW	InChI=1S/C31H32N10O7/c1-37-14-17(10-23(37)28(43)33-9-8-27(32)42)34-29(44)24-11-18(15-38(24)2)35-30(45)25-12-19(16-39(25)3)36-31(46)26-13-20-21(40(26)4)6-5-7-22(20)41(47)48/h5-7,10-16H,8-9H2,1-4H3,(H2,32,42)(H,33,43)(H,34,44)(H,35,45)(H,36,46)	null	CN1C=C(C=C1C(=O)NCCC(=O)N)NC(=O)C2=CC(=CN2C)NC(=O)C3=CC(=CN3C)NC(=O)C4=CC5=C(N4C)C=CC=C5[N+](=O)[O-]	0.0	57285487	PubChem:(57285487)	2	657.25122	234.1	1133_clematis_10_species_crop2-10min_231127_orbi_siri_1137	1137
276	1	1	1	1	0.3070730232318029	-5.7944124761319165	0.9989949748743717	28.13197436980958	C16H18O8	[M + H]+	BMRSEYFENKXDIS	InChI=1S/C16H18O8/c17-10-4-1-9(2-5-10)3-6-13(19)24-12-8-16(23,15(21)22)7-11(18)14(12)20/h1-6,11-12,14,17-18,20,23H,7-8H2,(H,21,22)	2-Coumaroylquinic acid	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O	-0.100000001	164893;6441280;6453496;9945785;14158101;14158103;11078262;40466964;57351087;53420248;68103162;71548622;71446712;92135690;90473953;90478782;89953073;123871830;134721534	HMDB:(29681);SuperNatural:(SN00323851 SN00381682 SN00038372 SN00256959 SN00246145 SN00261904 SN00376193 SN00003488 SN00246760 SN00400110 SN00227124);ZINC bio:(ZINC03804525 ZINC34042772);additional;MeSH:(6441280 9945785 57351087);Plantcyc:(4-COUMAROYLQUINATE);PubMed;COCONUT:(CNP0068484 CNP0215883);KNApSAcK:(29511);Natural Products:(UNPD148739 UNPD228796 UNPD13533 UNPD38744 UNPD209819 UNPD199457 UNPD124451 UNPD224132 UNPD80026 UNPD22006 UNPD199316 UNPD42448 UNPD132975 UNPD199456 UNPD222003 UNPD101888 UNPD226239 UNPD214036 UNPD149488 UNPD207552);PubChem:(164893 6441280 6453496 9945785 14158101 14158103 11078262 40466964 57351087 53420248 68103162 71548622 71446712 92135690 90473953 90478782 89953073 123871830 134721534);CHEBI:(75499 15937 75500 57575);PubChem class - bio and metabolites;KEGG:(C12208);Training Set;Biocyc:(4-COUMAROYLQUINATE)	20638078	339.10809	155.73	349_clematis_10_species_crop2-10min_231127_orbi_siri_352	352
277	1	1	1	1	0.30695392520001763	-50.788740932887194	0.9994974874371859	37.97334269641707	C16H16O8	[M + H]+	QMPHZIPNNJOWQI	InChI=1S/C16H16O8/c17-10-3-1-8(5-11(10)18)2-4-14(20)24-13-7-9(16(22)23)6-12(19)15(13)21/h1-6,12-13,15,17-19,21H,7H2,(H,22,23)	5-O-caffeoylshikimate	C1C(C(C(C=C1C(=O)O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O	0.200000003	4484226;6124136;5281762;5315602;5315603;25243950;49856238;131751067	HMDB:(30654 33999);SuperNatural:(SN00158342 SN00264418 SN00261400 SN00006989 SN00159324);ZINC bio:(ZINC04098725);additional;MeSH:(5281762);Plantcyc:(CAFFEOYLSHIKIMATE);PubMed;COCONUT:(CNP0082158 CNP0180163);KNApSAcK:(2720);Natural Products:(UNPD79788 UNPD100493 UNPD222098);PubChem:(4484226 6124136 5281762 5315602 5315603 25243950 49856238 131751067);CHEBI:(91005 2106);PubChem class - bio and metabolites;KEGG:(C10434);Training Set;Biocyc:(CAFFEOYLSHIKIMATE)	20638078	337.09174	159.83	386_clematis_10_species_crop2-10min_231127_orbi_siri_389	389
278	1	2	1	2	0.306930264533349	-135.50488315566352	0.02663316582914573	35.388518395714776	C15H21N3O3	[M + H]+	OODYHJRXPNAMEZ	InChI=1S/C15H21N3O3/c1-21-9-11(8-19)18-15(20)13(16)6-10-7-17-14-5-3-2-4-12(10)14/h2-5,7,11,13,17,19H,6,8-9,16H2,1H3,(H,18,20)	null	COCC(CO)NC(=O)C(CC1=CNC2=CC=CC=C21)N	6.08498347E-4	106188470;106188512;106188514	PubChem:(106188470 106188512 106188514)	2	292.16561	198.89	819_clematis_10_species_crop2-10min_231127_orbi_siri_822	822
279	1	2	1	4	0.3063046410411641	-94.93721539828371	0.12361809045226131	9.903764159156696	C37H60O11	[M + Na]+	MNIUQWXKZOBKBI	InChI=1S/C37H60O11/c1-32(2)11-13-37(31(46)48-30-28(44)27(43)26(42)22(17-39)47-30)14-12-35(5)19(25(37)29(32)45)7-8-24-33(3)15-21(41)20(16-38)34(4,18-40)23(33)9-10-36(24,35)6/h7,20-30,38-45H,8-18H2,1-6H3	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)CO)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	2.68404794	""	COCONUT:(CNP0358208)	2097152	703.40227	530.67	1674_clematis_10_species_crop2-10min_231127_orbi_siri_1685	1685
280	1	1	1	1	0.30523065383619524	-234.86173944655886	0.9386934673366835	7.705359636520705	C17H29N5O5	[M + H]+	RNVJPDHLXKOKHB	InChI=1S/C17H29N5O5/c1-11(23)22-13(8-12-5-6-12)17(27)21-10-16(26)20-9-15(25)19-7-3-2-4-14(18)24/h12-13H,2-10H2,1H3,(H2,18,24)(H,19,25)(H,20,26)(H,21,27)(H,22,23)	null	CC(=O)NC(CC1CC1)C(=O)NCC(=O)NCC(=O)NCCCCC(=O)N	-1.39999998	89681905	PubChem:(89681905)	2	384.22271	173.37	571_clematis_10_species_crop2-10min_231127_orbi_siri_574	574
281	1	1	1	1	0.30486214886588475	-31.60031991917035	0.9999999999999999	157.64575432360633	C17H30O10	[M + H3N + H]+	NVTNXPADRDASMP	InChI=1S/C17H30O10/c1-2-3-4-5-6-24-17-15(23)13(21)12(20)10(27-17)8-26-16-14(22)11(19)9(18)7-25-16/h3-4,9-23H,2,5-8H2,1H3	Aoba alcohol xylopyranosyl-(1-6)-glucopyranoside	CCC=CCCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O	-2.4000001	6507054;6444012;11560275;102358960;131751183	COCONUT:(CNP0152763);HMDB:(31690);Natural Products:(UNPD178983);PubChem:(6507054 6444012 11560275 102358960 131751183);SuperNatural:(SN00359125);additional;PubChem class - bio and metabolites;MeSH:(6444012 131751183);Training Set;PubMed	20496462	412.21802	178.15	633_clematis_10_species_crop2-10min_231127_orbi_siri_636	636
282	1	1	1	1	0.30480843473214875	-100.98034038321386	0.9999999999999999	97.6356092433655	C15H29FO2	[M + H]+	NRDJWPOHYUNKJU	InChI=1S/C15H29FO2/c1-2-3-4-8-11-14(16)12-9-6-5-7-10-13-15(17)18/h14H,2-13H2,1H3,(H,17,18)	null	CCCCCCC(CCCCCCCC(=O)O)F	5.64646673	117606163	PubChem:(117606163)	2	261.22141	423.73	1544_clematis_10_species_crop2-10min_231127_orbi_siri_1555	1555
283	1	1	1	1	0.30374450631720284	-230.0635555709976	0.9999999999999999	83.30933582997017	C16H25NO7	[M + H]+	LIGMHMILIRDZJP	InChI=1S/C16H25NO7/c18-6-10-12(19)13(20)14(21)15(23-10)24-16-3-7-1-8(4-16)11(17-22)9(2-7)5-16/h7-10,12-15,18-22H,1-6H2	null	C1C2CC3CC(C2)(CC1C3=NO)OC4C(C(C(C(O4)CO)O)O)O	-0.800000012	102193492	PubChem:(102193492)	2	344.17086	229.16	1105_clematis_10_species_crop2-10min_231127_orbi_siri_1109	1109
284	1	1	1	3	0.30323835511576835	-206.95974117568306	0.8653266331658294	191.1524908754253	C30H58N4O8	[M + H]+	DKMBTIKSWOIYEV	InChI=1S/C30H58N4O8/c1-3-5-12-19-28(36)32(40)24-16-10-7-14-21-30(38)34(42)26-18-11-8-15-22-29(37)33(41)25-17-9-6-13-20-27(35)31(39)23-4-2/h39-42H,3-26H2,1-2H3	null	CCCCCC(=O)N(CCCCCCC(=O)N(CCCCCCC(=O)N(CCCCCCC(=O)N(CCC)O)O)O)O	3.70000005	102363552	PubChem:(102363552)	2	603.43265	590.22	1788_clematis_10_species_crop2-10min_231127_orbi_siri_1800	1800
285	1	1	1	1	0.3010076558648256	-174.48295913848222	0.9994974874371858	91.46900079108957	C22H37NO11	[M + H]+	WMTSRBBFUUJQRU	InChI=1S/C22H37NO11/c1-13(2)11-29-8-7-28-9-10-30-22-19(23-14(3)24)21(33-17(6)27)20(32-16(5)26)18(34-22)12-31-15(4)25/h13,18-22H,7-12H2,1-6H3,(H,23,24)	null	CC(C)COCCOCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	0.200000003	134178988	PubChem:(134178988)	2	492.24419	286.49	1396_clematis_10_species_crop2-10min_231127_orbi_siri_1406	1406
286	1	1	1	1	0.30006654377568104	-236.168526535781	0.9999999999999999	12.668039446599483	C36H46O15	[M + Na]+	PKCWGPIJGQKWGE	InChI=1S/C36H46O15/c1-12-9-18-35(7,36(8,45)32(44)50-18)24-21(12)34(6)22(28(24)46-13(2)38)20-23(29(51-19(41)11-37)31(34)48-15(4)40)33(5)16(25(42)26(20)43)10-17-27(49-17)30(33)47-14(3)39/h9,12,16-17,20-24,26-31,37,43,45H,10-11H2,1-8H3	null	CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)CO)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C	1.0	5321590;101995300	COCONUT:(CNP0250427);Natural Products:(UNPD57764 UNPD104150);PubChem:(5321590 101995300);SuperNatural:(SN00168618 SN00281527 SN00347527);KEGG Mine	8593113090	741.27276	194.75	779_clematis_10_species_crop2-10min_231127_orbi_siri_782	782
287	1	1	1	1	0.29994003464336566	-22.86022440143612	0.9999999999999999	100.1023380622607	C9H17NO3	[M + H]+	GUAHPAJOXVYFON	InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	8-amino-7-oxononanoate	CC(C(=O)CCCCCC(=O)O)N	-2.20000005	173;448124;5460197;25244029;36688192;36688194;101264144	SuperNatural:(SN00243290);ZINC bio:(ZINC01532843 ZINC01532844);additional;MeSH:(173 448124);Plantcyc:(8-AMINO-7-OXONONANOATE);PubMed;COCONUT:(CNP0316712);KNApSAcK:(758);Natural Products:(UNPD76434);PubChem:(173 448124 5460197 25244029 36688192 36688194 101264144);CHEBI:(15830 57532 12266);PubChem class - bio and metabolites;KEGG:(C01092);YMDB:(905);Training Set;Biocyc:(CPD1A0-6176 8-AMINO-7-OXONONANOATE SMA-0000150)	20703606	188.12829	172.63	535_clematis_10_species_crop2-10min_231127_orbi_siri_538	538
288	1	1	1	1	0.2995765350540642	-16.00754376742777	0.9999999999999999	81.04560094154091	C14H27N3O5	[M + H]+	YEDSOSIKVUMIJE	InChI=1S/C14H27N3O5/c1-7(2)5-10(14(21)22)16-13(20)11(8(3)4)17-12(19)9(15)6-18/h7-11,18H,5-6,15H2,1-4H3,(H,16,20)(H,17,19)(H,21,22)	2-[[2-[(2-amino-3-hydroxypropanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CO)N	-0.582755148	18224162	PubChem:(18224162)	2	318.20268	154.51	329_clematis_10_species_crop2-10min_231127_orbi_siri_332	332
289	1	1	1	1	0.29892920799099787	-43.41403058800262	0.9909547738693467	27.591818595729897	C5H9N3O2	[M + Na]+	AMHZIUVRYRVYBA	InChI=1S/C5H9N3O2/c6-5-7-1-2-8(5)3-4(9)10/h1-3H2,(H2,6,7)(H,9,10)	cyclocreatine	C1CN(C(=N1)N)CC(=O)O	-1.60000002	2896;45038744	COCONUT:(CNP0109147);Natural Products:(UNPD36725);PubChem:(2896 45038744);SuperNatural:(SN00002034);ZINC bio:(ZINC01483569);additional;MeSH:(2896);PubChem class - safety and toxic;Training Set;PubMed;PubChem class - drug	104390726	166.05826	139.88	179_clematis_10_species_crop2-10min_231127_orbi_siri_182	182
290	1	1	1	1	0.2982341011900335	-19.438747764930234	0.9959798994974874	249.96607223079226	C33H56O14	[M + H]+	MPSGDHOYFIUPSO	InChI=1S/C33H56O14/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-25(36)43-19-22(35)20-44-32-31(42)29(40)27(38)24(47-32)21-45-33-30(41)28(39)26(37)23(18-34)46-33/h3-4,6-7,9-10,22-24,26-35,37-42H,2,5,8,11-21H2,1H3	[2-hydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxypropyl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O	1.20000005	11628947;10349562;45782905;90470093;101518158;100981376;131753022;139291966	COCONUT:(CNP0283494);HMDB:(41093);Natural Products:(UNPD132332 UNPD170703);PubChem:(11628947 10349562 45782905 90470093 101518158 100981376 131753022 139291966);SuperNatural:(SN00366003 SN00039588 SN00231186);CHEBI:(139423);ZINC bio:(ZINC67902528);PubChem class - bio and metabolites;MeSH:(10349562 131753022);Training Set;PubMed	19980398	677.37392	417.48	1542_clematis_10_species_crop2-10min_231127_orbi_siri_1553	1553
291	1	1	1	1	0.2978604858574624	-42.78752913071812	0.9999999999999999	74.1812201511199	C33H38O22	[M + H]+	NYEMNXLOIMNTDU	InChI=1S/C33H38O22/c1-8-17(37)20(40)24(44)31(50-8)49-7-15-18(38)21(41)25(45)33(53-15)54-28-19(39)16-13(36)5-10(51-32-26(46)22(42)23(43)29(55-32)30(47)48)6-14(16)52-27(28)9-2-3-11(34)12(35)4-9/h2-6,8,15,17-18,20-26,29,31-38,40-46H,7H2,1H3,(H,47,48)	Quercetin 3-rutinoside-7-glucuronide	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O	-2.79999995	14841203;44259177	COCONUT:(CNP0414411);KNApSAcK:(5474);Natural Products:(UNPD180068 UNPD168858);PubChem:(14841203 44259177);SuperNatural:(SN00268654 SN00336944)	3178514	787.19432	156.49	356_clematis_10_species_crop2-10min_231127_orbi_siri_359	359
292	1	1	1	7	0.29711162308009453	-460.4134738415832	0.49949748743718597	63.72189075997303	C32H47NO16	[M + H]+	GMNGAYBVUZILBU	InChI=1S/C32H47NO16/c1-4-7-26(36)33-29-31(47-18-15-42-6-3)30(46-17-14-41-5-2)25(22-45-13-12-43-20-23(34)8-10-27(37)38)49-32(29)48-19-16-44-21-24(35)9-11-28(39)40/h1,8-11,25,29-32H,5-7,12-22H2,2-3H3,(H,33,36)(H,37,38)(H,39,40)	null	CCOCCOC1C(OC(C(C1OCCOCC)NC(=O)CC#C)OCCOCC(=O)C=CC(=O)O)COCCOCC(=O)C=CC(=O)O	-1.60000002	134452156	PubChem:(134452156)	2	702.29815	189.05	728_clematis_10_species_crop2-10min_231127_orbi_siri_731	731
293	1	2	1	2	0.2966011655038186	-182.08479029542062	0.9894472361809045	83.1846402948945	C22H39NO11	[M + H]+	GGDRIDHRAKPESF	InChI=1S/C22H39NO11/c1-6-9(3)17-13(23-11(5)25)18(14(26)12(8-24)32-17)33-22-16(28)15(27)19(31-10(4)7-2)20(34-22)21(29)30/h9-10,12-20,22,24,26-28H,6-8H2,1-5H3,(H,23,25)(H,29,30)	null	CCC(C)C1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)C(=O)O)OC(C)CC)O)O)NC(=O)C	-0.400000006	121329537	PubChem:(121329537)	2	494.25961	236.45	1149_clematis_10_species_crop2-10min_231127_orbi_siri_1153	1153
294	1	1	1	1	0.2961882594331405	-13.701339393258529	0.9999999999999999	153.6697001309194	C41H66O12	[M + H]+	KEOITPILCOILGM	InChI=1S/C41H66O12/c1-21-28(44)30(46)31(47)33(51-21)53-32-29(45)24(43)19-50-34(32)52-27-11-12-37(4)25(38(27,5)20-42)10-13-40(7)26(37)9-8-22-23-18-36(2,3)14-16-41(23,35(48)49)17-15-39(22,40)6/h8,21,23-34,42-47H,9-20H2,1-7H3,(H,48,49)	Helixin	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O	3.5999999	73296;267360;6325465;6325964;6708710;10747646;11672203;13422355;10417617;16667720;16758188;17751014;21573028;21603411;21670020;23304456;23304612;45048723;44583924;71774757;73952851;71464054;76318664;97041979;101604144;118701055;121241172;125029550;125029551;125029552;125029553;124827290;124827291;124827292;124827293;129316806;129629004;131704976;134694248;138107629;137632665;137795128	SuperNatural:(SN00369219 SN00335835 SN00253259 SN00379505 SN00327243 SN00347162 SN00398836 SN00342660 SN00335593 SN00226383 SN00403967 SN00353971 SN00168326 SN00177746 SN00166977 SN00380651 SN00299030 SN00320651);additional;MeSH:(73296 267360 6708710 17751014 71464054 118701055 121241172 129316806 129629004 134694248 137795128 138107629);PubMed;NORMAN:(NS00050007);COCONUT:(CNP0237770 CNP0402802);KNApSAcK:(3528);Natural Products:(UNPD47310 UNPD187370 UNPD33567 UNPD109284 UNPD8959 UNPD43590 UNPD177157 UNPD73991 UNPD120381 UNPD4178 UNPD12590 UNPD149059 UNPD6604 UNPD141360 UNPD168142 UNPD61540);PubChem:(73296 267360 6325465 6325964 6708710 10747646 11672203 13422355 10417617 16667720 16758188 17751014 21573028 21603411 21670020 23304456 23304612 45048723 44583924 71774757 73952851 71464054 76318664 97041979 101604144 118701055 121241172 125029550 125029551 125029552 125029553 124827290 124827291 124827292 124827293 129316806 129629004 131704976 134694248 138107629 137632665 137795128);CHEBI:(69370);KEGG:(C08954);PubChem class - safety and toxic;Training Set	71090550	751.46246	379.62	1487_clematis_10_species_crop2-10min_231127_orbi_siri_1498	1498
295	1	1	1	1	0.2959113633523976	-209.3901525002902	0.9999999999999999	22.556019793225296	C22H36O14	[M + Na]+	OKWDCYIJDHSPPS	InChI=1S/C22H36O14/c1-9(25)31-17-12(8-24)34-21(36-20-16(30)15(29)14(28)11(7-23)33-20)19(18(17)32-10(2)26)35-13(27)6-22(3,4)5/h11-12,14-21,23-24,28-30H,6-8H2,1-5H3	null	CC(=O)OC1C(OC(C(C1OC(=O)C)OC(=O)CC(C)(C)C)OC2C(C(C(C(O2)CO)O)O)O)CO	-1.39999998	87792265	PubChem:(87792265)	2	547.20034	168.22	474_clematis_10_species_crop2-10min_231127_orbi_siri_477	477
296	1	1	1	1	0.29572358197155774	-256.23207757149305	0.992964824120603	232.8591745611459	C25H45N3O8	[M + K]+	UFWZZHADEGZKSZ	InChI=1S/C25H45N3O8/c1-2-3-4-5-6-7-8-9-12-15-21(29)26-18-13-10-11-14-19(23(32)33)27-25(36)28-20(24(34)35)16-17-22(30)31/h19-20H,2-18H2,1H3,(H,26,29)(H,30,31)(H,32,33)(H,34,35)(H2,27,28,36)	null	CCCCCCCCCCCC(=O)NCCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O	4.4000001	134388429	PubChem:(134388429)	2	554.28185	155.57	343_clematis_10_species_crop2-10min_231127_orbi_siri_346	346
297	1	4	1	5	0.29337108530174727	-82.14570449876224	0.12964824120603013	15.284623967441286	C14H10O8	[M + H]+	KBWKNPYNUUTKGC	InChI=1S/C14H10O8/c1-6(15)20-11-4-8-3-9(13(17)18)14(19)22-10(8)5-12(11)21-7(2)16/h3-5H,1-2H3,(H,17,18)	6,7-diacetyloxy-2-oxochromene-3-carboxylic acid	CC(=O)OC1=C(C=C2C(=C1)C=C(C(=O)O2)C(=O)O)OC(=O)C	1.70000005	15582460	PubChem:(15582460)	2	307.04342	134.61	141_clematis_10_species_crop2-10min_231127_orbi_siri_144	144
298	1	4	1	6	0.2916440834682643	-174.4730200061377	0.022613065326633167	24.918861389599275	C32H45NO11	[M + H]+	LLKZNJZDNTVUBN	InChI=1S/C32H45NO11/c1-6-33-14-28(15-40-2)17(34)12-18(41-3)31-21(28)20(42-4)19(23(31)33)32(39)22-25(44-27(36)16-10-8-7-9-11-16)29(37,13-30(22,31)38)26(43-5)24(32)35/h7-11,17-26,34-35,37-39H,6,12-15H2,1-5H3	null	CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4(CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)O)OC)OC)O)COC	-1.39999998	102579949	PubChem:(102579949);KEGG Mine	8589934594	620.30697	212.68	966_clematis_10_species_crop2-10min_231127_orbi_siri_969	969
299	1	2	1	3	0.29132053390511803	-245.12789829941684	0.027135678391959798	62.83607527663294	C22H43N7O6S	[M + K]+	AMLLHBARZUUFQT	InChI=1S/C22H43N7O6S/c1-16(30)26-12-4-10-24-8-2-3-9-25-11-5-13-27-20(32)14-28-21(33)18(15-36)29-19(31)7-6-17(23)22(34)35/h17-18,24-25,36H,2-15,23H2,1H3,(H,26,30)(H,27,32)(H,28,33)(H,29,31)(H,34,35)	null	CC(=O)NCCCNCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N	-4.9000001	101749625	PubChem:(101749625)	2	572.26392	258.4	1291_clematis_10_species_crop2-10min_231127_orbi_siri_1297	1297
300	1	1	1	1	0.2913054970998111	-64.785138917938	0.9999999999999999	74.59133264237043	C11H18O9	[M + H]+	RXIATAMLCVWZQE	InChI=1S/C11H18O9/c1-4(14)10(5(15)2-12)20-11-9(18)8(17)7(16)6(3-13)19-11/h1-2,4-11,13-18H,3H2	3alpha,6alpha-Mannopentaose	[CH]C(C(C(C=O)O)OC1C(C(C(C(O1)CO)O)O)O)O	-3.4000001	71433926	PubChem:(71433926)	2	295.10153	206.85	897_clematis_10_species_crop2-10min_231127_orbi_siri_900	900
301	1	1	1	1	0.2910200132599801	-186.5862687537389	0.9999999999999999	144.03289618982672	C19H35NO8	[M + H]+	YIVHFMNZVMHQAC	InChI=1S/C19H35NO8/c1-2-20-15(23)10-6-4-3-5-8-13(22)9-7-11-27-19-18(26)17(25)16(24)14(12-21)28-19/h14,16-19,21,24-26H,2-12H2,1H3,(H,20,23)	null	CCNC(=O)CCCCCCC(=O)CCCOC1C(C(C(C(O1)CO)O)O)O	-0.699999988	58538075	PubChem:(58538075)	2	406.24391	160.19	418_clematis_10_species_crop2-10min_231127_orbi_siri_421	421
302	1	3	1	3	0.29067534632345543	-127.97317565925218	0.9613065326633167	53.83966495517015	C24H43NO11	[M + H]+	HGNSIGMLPMLEMQ	InChI=1S/C24H43NO11/c1-3-4-5-6-7-8-9-10-11-33-23-17(25-14(2)28)22(19(30)16(13-27)34-23)36-24-21(32)20(31)18(29)15(12-26)35-24/h3,15-24,26-27,29-32H,1,4-13H2,2H3,(H,25,28)	N-[(2R,3R,4R,5R,6R)-2-dec-9-enoxy-5-hydroxy-6-(hydroxymethyl)-4-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]acetamide	CC(=O)NC1C(C(C(OC1OCCCCCCCCC=C)CO)O)OC2C(C(C(C(O2)CO)O)O)O	0.300000012	18639760;68112817	PubChem:(18639760 68112817)	2	522.29116	193.59	767_clematis_10_species_crop2-10min_231127_orbi_siri_770	770
303	1	4	1	3	0.28891418494254284	-19.438115627051243	0.6974874371859298	31.03715778454445	C15H18O9	[M + H3N + H]+	QOPSZFXPZWQLOG	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-5-7(1-3-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	Caffeic acid 3-glucoside	C1=CC(=C(C=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.813954413	442776;4484223;6124133;5281759;21027076;67128639;69501423;131700415;129887345	COCONUT:(CNP0080135 CNP0203493);KNApSAcK:(2716);Natural Products:(UNPD226509 UNPD101477 UNPD226714 UNPD62739);PubChem:(442776 4484223 6124133 5281759 21027076 67128639 69501423 131700415 129887345);SuperNatural:(SN00337954 SN00006988 SN00357374);CHEBI:(3293);ZINC bio:(ZINC04098722);additional;KEGG:(C10431);Training Set;PubMed	3727730	360.13048	121.71	53_clematis_10_species_crop2-10min_231127_orbi_siri_54	54
304	1	1	1	1	0.28888299178297666	-175.6068437539053	0.9999999999999999	73.99787723848743	C20H35NO8	[M + H]+	WQEZIMQTWFUTLG	InChI=1S/C20H35NO8/c1-5-6-7-8-9-10-11-25-20-17(21)19(28-15(4)24)18(27-14(3)23)16(29-20)12-26-13(2)22/h16-20H,5-12,21H2,1-4H3	null	CCCCCCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)N	2.29999995	124095348	PubChem:(124095348)	2	418.2437	283.47	1377_clematis_10_species_crop2-10min_231127_orbi_siri_1386	1386
