molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus	ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	Unnamed: 0_metAnnot	rank_spec_metAnnot	msms_score_metAnnot	libname_metAnnot	structure_wikidata_metAnnot	structure_inchikey_metAnnot	structure_inchi_metAnnot	structure_smiles_metAnnot	structure_molecular_formula_metAnnot	adduct_metAnnot	structure_exact_mass_metAnnot	structure_nameTraditional_metAnnot	short_inchikey_metAnnot	structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_metAnnot	organism_wikidata_metAnnot	organism_name_metAnnot	organism_taxonomy_ottid_metAnnot	organism_taxonomy_01domain_metAnnot	organism_taxonomy_02kingdom_metAnnot	organism_taxonomy_03phylum_metAnnot	organism_taxonomy_04class_metAnnot	organism_taxonomy_05order_metAnnot	organism_taxonomy_06family_metAnnot	organism_taxonomy_07tribe_metAnnot	organism_taxonomy_08genus_metAnnot	organism_taxonomy_09species_metAnnot	organism_taxonomy_10varietas_metAnnot	matched_domain_metAnnot	matched_kingdom_metAnnot	matched_phylum_metAnnot	matched_class_metAnnot	matched_order_metAnnot	matched_family_metAnnot	matched_tribe_metAnnot	matched_genus_metAnnot	matched_species_metAnnot	score_taxo_metAnnot	score_max_consistency_metAnnot	final_score_metAnnot	rank_final_metAnnot	component_id_metAnnot	structure_taxonomy_npclassifier_01pathway_consensus_metAnnot	freq_structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_consensus_metAnnot	freq_structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_consensus_metAnnot	freq_structure_taxonomy_npclassifier_03class_metAnnot	shared_id
C21H22O10	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	0.4374041671782513	-9.93391825474638		103.78534406035811	C21H22O10	[M + H]+	QKPKGDDHOGIEOO	InChI=1S/C21H22O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-4,6,12,14,17,19-23,25-29H,5,7H2	Hemiphloin	C1C(OC2=C(C1=O)C(=C(C(=C2)O)C3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O	-0.100000001	435.1289421003037	1101.0	1.0	0.39037216	ISDB	http://www.wikidata.org/entity/Q105351070	YNPUJIONBZSHJT-HEJXRFNBSA-N	InChI=1S/C21H22O10/c1-8-15(24)17(26)19(28)21(29-8)30-11-6-12(23)14-13(7-11)31-20(18(27)16(14)25)9-2-4-10(22)5-3-9/h2-8,15,17-24,26-28H,1H3/t8-,15+,17-,18+,19-,20-,21-/m1/s1	C[C@H]1O[C@H](Oc2cc(O)c3c(c2)O[C@H](c2ccc(O)cc2)[C@@H](O)C3=O)[C@H](O)[C@H](O)[C@H]1O	C21H22O10		434.121296904	(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-7-[(2R,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one	YNPUJIONBZSHJT	Shikimates and Phenylpropanoids	Flavonoids	Dihydroflavonols	http://www.wikidata.org/entity/Q10928400	Hypericum japonicum	878899.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Hypericaceae']	['Hypericeae']	['Hypericum']	['Hypericum japonicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.561488628387451	1	-1.0							401
C28H35N7O10	[M + K]+	Alkaloids	Pseudoalkaloids	pteridine alkaloids	0.1341287966107984	-407.9116632921069		23.82006340089128	C44H29NO6	[M + H]+	YKCYRKFZMSNHBR	InChI=1S/C44H29NO6/c46-34-17-20-38-40(24-34)50-41-25-35(49-26-27-10-11-29-8-4-5-9-32(29)22-27)18-21-39(41)44(38)37-19-16-33(23-36(37)43(48)51-44)45-42(47)31-14-12-30(13-15-31)28-6-2-1-3-7-28/h1-25,46H,26H2,(H,45,47)		C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC4=C(C=C3)C5(C6=C(C=C(C=C6)O)OC7=C5C=CC(=C7)OCC8=CC9=CC=CC=C9C=C8)OC4=O	9.0	668.2051486942704																																																		2882
C26H28O15	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones	0.1428452588092462	-13.371813799273426		69.327624181862	C26H28O15	[M + H]+	FGYOJUYXCCFUMF	InChI=1S/C26H28O15/c27-6-16-20(34)22(36)25(41-26-23(37)19(33)13(32)7-38-26)24(40-16)18-12(31)5-15-17(21(18)35)11(30)4-14(39-15)8-1-2-9(28)10(29)3-8/h1-5,13,16,19-20,22-29,31-37H,6-7H2	Isoorientin 2''''-O-xyloside	C1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O	-1.70000005	581.1500457541397	1937.0	4.0	0.4329822	ISDB	http://www.wikidata.org/entity/Q115785083	RQLWDYSEFWBFBP-FAKSOFLMSA-N	InChI=1S/C26H28O15/c27-6-16-20(35)21(36)25(41-26-22(37)19(34)14(33)7-38-26)24(40-16)18-12(31)4-11(30)17-13(32)5-15(39-23(17)18)8-1-2-9(28)10(29)3-8/h1-5,14,16,19-22,24-31,33-37H,6-7H2/t14-,16-,19-,20-,21+,22-,24+,25-,26-/m1/s1	O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3OC[C@@H](O)[C@@H](O)[C@H]3O)c(O)cc(O)c12	C26H28O15		580.1428201959998	8-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4R,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	RQLWDYSEFWBFBP	Shikimates and Phenylpropanoids	Flavonoids	Flavones	http://www.wikidata.org/entity/Q3916873	Ranunculus japonicus	140131.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Ranunculeae']	['Ranunculus']	['Ranunculus japonicus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	3	9.231928825378418	1	79.0	Shikimates and Phenylpropanoids	0.8	Flavonoids	0.8	Flavones	0.8	6390
C43H83NO10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols	0.353874494360992	-517.2572632375519		28.220680706368064	C42H81N5O6	[M + Na]+	DEQLSLMRLNWEGJ	InChI=1S/C42H81N5O6/c1-40(2,3)51-37(48)45-32-23-17-21-27-36-47(39(50)53-42(7,8)9)34-25-19-15-13-11-10-12-14-18-24-33-46(38(49)52-41(4,5)6)35-26-20-16-22-30-44-31-28-29-43/h44H,10-28,30-36H2,1-9H3,(H,45,48)		CC(C)(C)OC(=O)NCCCCCCN(CCCCCCCCCCCCN(CCCCCCNCCC#N)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C	9.5	774.6102817203551																																																		1664
C20H37NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	0.4593029555406536	-1.5379550746760566		90.67907372604316	C20H37NO2	[M + H]+	KQXDGUVSAAQARU	InChI=1S/C20H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h6-7,9-10,22H,2-5,8,11-19H2,1H3,(H,21,23)	Linoleamide MEA	CCCCCC=CCC=CCCCCCCCC(=O)NCCO	5.5999999	324.28996736425506	1348.0	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82862277	BDLLSHRIFPDGQB-AATRIKPKSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h5-6H,2-4,7-17H2,1H3,(H,19,20)/b6-5+	CCCC/C=C/CCCCCCCCCCCC(=O)O	C18H34O2	pos_1_1proton1acetonitrile	282.255880328	trans-13-Octadecenoic acid	BDLLSHRIFPDGQB	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1	427.0	Fatty acids	0.4	Fatty Acids and Conjugates	0.4	Unsaturated fatty acids	0.4	464
C15H27NO6	[M + H]+	Fatty acids	Peptide alkaloids	N-acyl amines	0.11086326727537	-119.9978776855986		64.50310861478583	C12H30N3O3P	[M + Na]+	YVXWTBUIUBFZPE	InChI=1S/C12H30N3O3P/c1-3-13-7-4-8-14-9-5-10-15-11-6-12-18-19(2,16)17/h13-15H,3-12H2,1-2H3,(H,16,17)		CCNCCCNCCCNCCCOP(=O)(C)O	-3.20000005	318.19102335252313																																																		3007
C37H55FO4	[M + H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)	0.0573541764105921	-37.327178821611234		245.02394537519723	C40H54O3	[M + H]+	OGHZCSINIMWCSB	InChI=1S/C40H54O3/c1-29(17-13-19-31(3)21-22-36-33(5)25-34(41)26-37(36,6)7)15-11-12-16-30(2)18-14-20-32(4)23-24-40-38(8,9)27-35(42)28-39(40,10)43-40/h11-20,23-24,34-35,41-42H,25-28H2,1-10H3	Diadinoxanthin	CC1=C(C(CC(C1)O)(C)C)C#CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C)C)C	10.1000004	583.4146728515625	2351.0	1.0	0.40969938	ISDB	http://www.wikidata.org/entity/Q63399012	QOCBLJWPUILPNE-DGDOQUKGSA-N	InChI=1S/C40H54O3/c1-29(17-13-19-31(3)21-22-36-33(5)25-34(41)26-37(36,6)7)15-11-12-16-30(2)18-14-20-32(4)23-24-40-38(8,9)27-35(43-40)28-39(40,10)42/h11-20,23-24,34-35,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,24-23+,29-15+,30-16+,31-19+,32-20+/t34-,35+,39-,40-/m1/s1	CC1=C(C#C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]23O[C@@H](CC2(C)C)C[C@@]3(C)O)C(C)(C)C[C@H](O)C1	C40H54O3		582.407295588	(3S,3'R,5R,6R)-7',8'-Didehydro-3,6-epoxy-5,6-dihydro-beta,beta-carotene-3',5-diol	QOCBLJWPUILPNE	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)	http://www.wikidata.org/entity/Q11345179	Corbicula japonica	920654.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Bivalvia']	['Venerida']	['Cyrenidae']	['Unknown']	['Corbicula']	['Corbicula japonica']		['Eukaryota']									1	3	4.1387975215911865	1	43.0	Terpenoids	0.6710526315789473	Carotenoids (C40)	0.3026315789473684	Carotenoids (C40, β-β)	0.2763157894736842	921
C16H32O4	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0851599955058479	-8.83136363545231		197.9101074332449	C16H32O4	[M + H]+	BOVBNBWBCCWHEP	InChI=1S/C16H32O4/c17-14-10-6-2-1-3-7-11-15(18)12-8-4-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	Hexadecanoic acid, 8,16-dihydroxy-	C(CCCCO)CCCC(CCCCCCC(=O)O)O	3.5999999	289.2372829662207																																																		1780
C23H23FN4O8	[M + H]+	Polyketides	Nucleosides	Purine nucleos(t)ides	0.2909857503240939	-188.83571888170945		28.02553745844289	C25H26O11	[M + H]+	FEXQIFZINKFUAH	InChI=1S/C25H26O11/c1-13(26)2-3-15-5-8-17(28)19(11-15)35-25-24(33)23(32)22(31)20(36-25)12-34-21(30)9-6-14-4-7-16(27)18(29)10-14/h2-11,20,22-25,27-29,31-33H,12H2,1H3		CC(=O)C=CC1=CC(=C(C=C1)O)OC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O	0.899999976	503.157121722133																																																		2958
C19H21NO4	[M + H]+	Alkaloids	Phenylpropanoids (C6-C3)	Piperidine alkaloids	0.1070448996617622	-114.19468464053426		76.45724635109872	C19H21NO4	[M + H]+	WYXIAAKGUVZUTO	InChI=1S/C19H21NO4/c1-23-18(21)16(13-14-9-5-3-6-10-14)20-17(19(22)24-2)15-11-7-4-8-12-15/h3-12,16-17,20H,13H2,1-2H3		COC(=O)C(CC1=CC=CC=C1)NC(C2=CC=CC=C2)C(=O)OC	3.29999995	328.1546850534397	437.0	3.0	0.32116377	ISDB	http://www.wikidata.org/entity/Q105276899	UPNWOCRDANTCBA-DUXPYHPUSA-N	InChI=1S/C19H21NO4/c1-24-18-13-15(7-10-17(18)22)3-2-4-19(23)20-12-11-14-5-8-16(21)9-6-14/h2,4-10,13,21-22H,3,11-12H2,1H3,(H,20,23)/b4-2+	COc1cc(C/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O	C19H21NO4		327.147058152		UPNWOCRDANTCBA	Amino acids and Peptides	Phenylpropanoids (C6-C3)	Cinnamic acid amides	http://www.wikidata.org/entity/Q15238862	Pisonia aculeata	833114.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Nyctaginaceae']	['Unknown']	['Pisonia']	['Pisonia aculeata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.7846550941467285	1	195.0	Shikimates and Phenylpropanoids	0.5	Phenylpropanoids (C6-C3)	0.25	Cinnamic acid amides	0.1666666666666666	2119
C21H28O8	[M + Na]+	Polyketides	Aromatic polyketides	Zearalenones	0.1289445190112485	-138.2443676670565		15.357996483096578	C21H28O8	[M + Na]+	BGNYEVHTEQZTRS	InChI=1S/C21H28O8/c1-10(2)19(24)29-17-16-12(4)20(25)28-14(16)9-11(3)7-8-15(23)21(6,26)18(17)27-13(5)22/h7-8,10-11,14,16-18,26H,4,9H2,1-3,5-6H3		CC1CC2C(C(C(C(C(=O)C=C1)(C)O)OC(=O)C)OC(=O)C(C)C)C(=C)C(=O)O2	2.20000005	431.1662902832031																																																		6340
C26H37NO11	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.2086395902971478	-261.76925500834864		53.046607475556	C30H35N3O5	[M + Na]+	WWNLMDCGQRNLSI	InChI=1S/C30H35N3O5/c1-35-23-15-13-21(14-16-23)20-33-25-11-8-7-10-24(25)32-28(33)12-6-5-9-17-31-30(34)22-18-26(36-2)29(38-4)27(19-22)37-3/h7-8,10-11,13-16,18-19H,5-6,9,12,17,20H2,1-4H3,(H,31,34)	3,4,5-trimethoxy-N-[5-[1-[(4-methoxyphenyl)methyl]benzimidazol-2-yl]pentyl]benzamide	COC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2CCCCCNC(=O)C4=CC(=C(C(=C4)OC)OC)OC	5.30000019	540.2443117976541	321.0	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q82873467|http://www.wikidata.org/entity/Q105005712	KNFOHFRALRKTOJ-SAOYRWCPSA-N|GAYKAIAESJROGN-SAOYRWCPSA-N	InChI=1S/C26H34O11/c1-33-19-8-13(3-5-17(19)29)7-15-12-35-25(16(15)10-27)14-4-6-18(20(9-14)34-2)36-26-24(32)23(31)22(30)21(11-28)37-26/h3-6,8-9,15-16,21-32H,7,10-12H2,1-2H3/t15-,16-,21+,22+,23-,24+,25+,26+/m0/s1|InChI=1S/C26H34O11/c1-33-19-9-14(4-5-17(19)29)25-16(10-27)15(12-35-25)7-13-3-6-18(20(8-13)34-2)36-26-24(32)23(31)22(30)21(11-28)37-26/h3-6,8-9,15-16,21-32H,7,10-12H2,1-2H3/t15-,16-,21+,22+,23-,24+,25+,26+/m0/s1	COc1cc(C[C@H]2CO[C@H](c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@H]2CO)ccc1O|COc1cc([C@H]2OC[C@H](Cc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@@H]2CO)ccc1O	C26H34O11|C26H34O11	pos_1_1proton1ammonium|pos_1_1proton1ammonium	522.2101119079998|522.2101119079998	(+)-Lariciresinol glucoside|(2S,3R,4S,5S,6R)-2-[4-[[(3R,4R,5S)-5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methyl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	KNFOHFRALRKTOJ|GAYKAIAESJROGN	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Lignans|Lignans	Furanoid lignans|Furanoid lignans	http://www.wikidata.org/entity/Q4993265|http://www.wikidata.org/entity/Q4993265	Clematis stans|Clematis stans	21283.0|21283.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']	['Anemoneae']|['Anemoneae']	['Clematis']|['Clematis']	['Clematis stans']|['Clematis stans']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']	['Anemoneae']|['Anemoneae']	['Clematis']|['Clematis']	nan|nan	8|8	2|2	9.0|9.0	1|1	274.0	Shikimates and Phenylpropanoids	0.7	Lignans	0.3	Naphthalenes and derivatives	0.3	19
C24H43NO12	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)	0.2281653860075749	-137.18947290622725		157.77586886833978	C24H43NO12	[M + H]+	FSOUZEXIQOTGIO	InChI=1S/C24H43NO12/c1-13-18(29)22(37-24-21(32)20(31)19(30)15(12-26)36-24)17(25-14(2)27)23(35-13)34-11-9-7-5-4-6-8-10-16(28)33-3/h13,15,17-24,26,29-32H,4-12H2,1-3H3,(H,25,27)		CC1C(C(C(C(O1)OCCCCCCCCC(=O)OC)NC(=O)C)OC2C(C(C(C(O2)CO)O)O)O)O	-0.600000024	538.2861887914064																																																		268
C9H12O3	[M + H]+	Shikimates and Phenylpropanoids	Monoterpenoids	2-pyrone derivatives	0.0875303300518324	-95.63629057063056		92.45057431089988	C9H12O3	[M + H]+	CZALQFLOQQJYLE	InChI=1S/C9H12O3/c1-10-9-6-4-3-5-8(9)7-12-11-2/h3-6H,7H2,1-2H3		COC1=CC=CC=C1COOC	1.95040882	169.08612135280347	100.0	27.0	0.0	MS1_match	http://www.wikidata.org/entity/Q417328	QPJVMBTYPHYUOC-UHFFFAOYSA-N	InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3	COC(=O)c1ccccc1	C8H8O2	pos_1_1proton1methanol	136.052429496	Methyl benzoate	QPJVMBTYPHYUOC	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1	355.0	Terpenoids	1.0	Monoterpenoids	1.0	Simple phenolic acids	0.5	1272
C16H27NO2	[M + H]+	Alkaloids	Lysine alkaloids	Quinolizidine alkaloids	0.1300554355439432	-108.86434615176633		45.36928734243845	C16H27NO2	[M + H]+	IUWBSFNPVBZGGJ	InChI=1S/C16H27NO2/c17-13-9-5-3-1-2-4-6-12-15(16(18)19)14-10-7-8-11-14/h14-15H,1-12H2,(H,18,19)		C1CCC(C1)C(CCCCCCCCC#N)C(=O)O	5.0999999	266.2117137633232	234.0	1.0	0.2409057	ISDB	http://www.wikidata.org/entity/Q76535516	YVWVILBCUPRAIC-LKFDHHINSA-N	InChI=1S/C16H27NO2/c1-2-3-4-5-6-7-8-9-10-14-11-12-16(19)15(13-18)17-14/h5-10,14-19H,2-4,11-13H2,1H3/b6-5+,8-7+,10-9+/t14-,15-,16-/m1/s1	CCCC/C=C/C=C/C=C/[C@@H]1CC[C@@H](O)[C@@H](CO)N1	C16H27NO2		265.204179104	Micropine	YVWVILBCUPRAIC	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q17580422	Microcos philippinensis	6116647.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Grewieae']	['Microcos']	['Microcos philippinensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	5.963622808456421	1	4.0	Alkaloids	0.1851851851851851	Lysine alkaloids	0.1111111111111111	Terpenoid alkaloids	0.074074074074074	1625
C16H18N2O6	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides	0.2881729697677159	-210.63449312243023		46.444610710102985	C12H20N6O3	[M + K]+	XRVRXEQGLJGABD	InChI=1S/C12H20N6O3/c13-9(12(20)21)5-6-11(19)14-7-3-1-2-4-10-17-15-8-16-18-10/h8-9H,1-7,13H2,(H,14,19)(H,20,21)		C1=NN=C(N=N1)CCCCCNC(=O)CCC(C(=O)O)N	-4.0	335.1233988829615																																																		1995
C38H58N6O9	[M + H]+	Fatty acids	Sphingolipids	Lipopeptides	0.3078063774817283	-133.59485097148868		201.98522152491287	C40H64O11	[M + Na]+	RFLKFQNYGNNJEY	InChI=1S/C40H64O11/c1-3-5-7-9-11-13-15-16-17-18-19-21-22-24-26-28-33(41)48-30-32(31-49-40-37(45)35(43)36(44)38(51-40)39(46)47)50-34(42)29-27-25-23-20-14-12-10-8-6-4-2/h5,7-8,10-11,13,16-17,19,21,32,35-38,40,43-45H,3-4,6,9,12,14-15,18,20,22-31H2,1-2H3,(H,46,47)		CCCC=CCCCCCCCC(=O)OC(COC1C(C(C(C(O1)C(=O)O)O)O)O)COC(=O)CCCCC=CCC=CCC=CCC=CCC	8.19999981	743.4337581417512																																																		231
C20H35NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	0.7426546096386288	-2.679281383631647		111.73544486879376	C20H35NO2	[M + H]+	HBJXRRXWHSHZPU	InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)	Alpha-LEA	CCC=CCC=CCC=CCCCCCCCC(=O)NCCO	5.0	322.2740783691406	179.0	5.0|5.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q2823277|http://www.wikidata.org/entity/Q76297028	OYHQOLUKZRVURQ-AVQMFFATSA-N|ADHNUPOJJCKWRT-JLXBFWJWSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6+,10-9+|InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h14-17H,2-13H2,1H3,(H,19,20)/b15-14+,17-16+	CCCCC/C=C/C/C=C/CCCCCCCC(=O)O|CCCCCCCCCCCCC/C=C/C=C/C(=O)O	C18H32O2|C18H32O2	pos_1_1proton1acetonitrile|pos_1_1proton1acetonitrile	280.240230264|280.240230264	Linoelaidic acid|Octadecadienoic acid	OYHQOLUKZRVURQ|ADHNUPOJJCKWRT	Fatty acids|Fatty acids	Fatty Acids and Conjugates|Fatty Acids and Conjugates	Unsaturated fatty acids|Unsaturated fatty acids	http://www.wikidata.org/entity/Q15226273|http://www.wikidata.org/entity/Q15226273	Celastrus hypoleucus|Celastrus hypoleucus	1019456.0|1019456.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Celastrales']|['Celastrales']	['Celastraceae']|['Celastraceae']	['Unknown']|['Unknown']	['Celastrus']|['Celastrus']	['Celastrus hypoleucus']|['Celastrus hypoleucus']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Celastrales']|['Celastrales']	['Celastraceae']|['Celastraceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	427.0	Fatty acids	0.4	Fatty Acids and Conjugates	0.4	Unsaturated fatty acids	0.4	1475
C19H23NO4	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.1464779792196385	-15.51482484055444		47.90389569112892	C19H23NO4	[M + H]+	RUPUUZZJJXCDHS	InChI=1S/C19H23NO4/c1-20-7-6-13-10-19(24-3)17(22)11-14(13)15(20)8-12-4-5-16(21)18(9-12)23-2/h4-5,9-11,15,21-22H,6-8H2,1-3H3	1-[(4-hydroxy-3-methoxyphenyl)methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-ol	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)O)OC)O)OC	3.0	330.17016609635107	1896.0	4.0	0.3551589	ISDB	http://www.wikidata.org/entity/Q105201940	OWDQPILTDJLGCN-UHFFFAOYSA-N	InChI=1S/C19H23NO4/c1-20-7-6-19-10-16(24-3)14(21)9-12(19)13(20)8-11-4-5-15(23-2)18(22)17(11)19/h4-5,10,12-13,22H,6-9H2,1-3H3	COC1=CC23CCN(C)C(Cc4ccc(OC)c(O)c42)C3CC1=O	C19H23NO4		329.162708216	14xi-Morphinan-7-one, 5,6-didehydro-4-hydroxy-3,6-dimethoxy-17-methyl-	OWDQPILTDJLGCN	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q11153203	Thalictrum tuberiferum	338809.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Unknown']	['Thalictrum']	['Thalictrum tuberiferum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	0	7.4206355810165405	1	-1.0							6273
